id,cliente,valor,status,lat,lng,risco_score
4729,Cliente 4729,17522.65,Aprovada,-8.0376,-49.5437,66
4730,Cliente 4730,47986.12,Aprovada,-21.2455,-48.9448,52
4731,Cliente 4731,46844.11,Pendenciada,-12.0079,-56.3989,60
4732,Cliente 4732,11857.81,Aprovada,-8.9198,-47.3993,9
4733,Cliente 4733,21095.79,Pendenciada,-22.353,-43.7053,67
4734,Cliente 4734,46424.73,Pendenciada,-15.0746,-44.21,28
4735,Cliente 4735,3268.93,Aprovada,-28.5709,-42.9129,24
4736,Cliente 4736,7230.33,Aprovada,-16.9561,-38.4658,65
4737,Cliente 4737,5222.68,Aprovada,-8.3647,-47.4735,5
4738,Cliente 4738,18460.05,Aprovada,-18.4949,-37.7712,27
4739,Cliente 4739,21577.08,Aprovada,-6.4661,-55.0063,25
4740,Cliente 4740,27336.51,Fraude,-6.6132,-52.8515,95
4741,Cliente 4741,7302.23,Aprovada,-22.7642,-52.2154,57
4742,Cliente 4742,12790.55,Fraude,-11.3872,-50.4097,85
4743,Cliente 4743,42812.41,Aprovada,-20.7543,-36.4227,43
4744,Cliente 4744,2230.03,Aprovada,-13.5433,-52.1728,13
4745,Cliente 4745,9480.23,Aprovada,-14.7205,-42.2053,69
4746,Cliente 4746,4561.98,Aprovada,-12.0945,-36.568,52
4747,Cliente 4747,46829.07,Fraude,-10.6757,-48.4211,96
4748,Cliente 4748,38683.47,Aprovada,-16.2326,-57.917,68
4749,Cliente 4749,26898.27,Aprovada,-26.7143,-49.5209,59
4750,Cliente 4750,17299.36,Aprovada,-12.1319,-41.9039,25
4751,Cliente 4751,7387.77,Aprovada,-25.6192,-42.3354,52
4752,Cliente 4752,15029.76,Aprovada,-15.0624,-40.096,55
4753,Cliente 4753,11006.87,Aprovada,-12.3818,-53.6613,61
4754,Cliente 4754,15558.94,Aprovada,-17.3454,-40.9355,41
4755,Cliente 4755,3635.37,Aprovada,-6.4218,-40.6601,29
4756,Cliente 4756,20635.16,Reprovada,-16.9435,-49.5025,40
4757,Cliente 4757,6370.69,Aprovada,-7.8908,-48.8746,21
4758,Cliente 4758,3394.99,Aprovada,-11.3672,-49.7225,37
4759,Cliente 4759,40187.24,Fraude,-28.0201,-57.9047,92
4760,Cliente 4760,18948.52,Aprovada,-19.312,-46.9312,59
4761,Cliente 4761,24141.61,Aprovada,-13.3059,-50.323,39
4762,Cliente 4762,2276.75,Aprovada,-12.2158,-53.2417,2
4763,Cliente 4763,18647.07,Aprovada,-8.6354,-39.3521,0
4764,Cliente 4764,21539.14,Aprovada,-5.8402,-43.5201,28
4765,Cliente 4765,3636.69,Aprovada,-5.8549,-42.3622,2
4766,Cliente 4766,18708.66,Aprovada,-20.8767,-49.7615,49
4767,Cliente 4767,39893.85,Fraude,-20.6436,-50.9347,94
4768,Cliente 4768,13079.87,Pendenciada,-28.843,-37.5282,65
4769,Cliente 4769,40363.7,Aprovada,-16.2214,-55.243,41
4770,Cliente 4770,12412.29,Aprovada,-28.0772,-54.8547,40
4771,Cliente 4771,9427.74,Aprovada,-7.7043,-46.5152,56
4772,Cliente 4772,17675.76,Fraude,-13.0654,-36.4736,89
4773,Cliente 4773,15201.94,Aprovada,-6.164,-37.6669,50
4774,Cliente 4774,28987.3,Fraude,-28.7559,-55.2822,92
4775,Cliente 4775,13961.28,Reprovada,-21.7918,-50.5923,10
4776,Cliente 4776,30872.17,Fraude,-27.2987,-59.1387,90
4777,Cliente 4777,5219.88,Reprovada,-5.8944,-39.168,26
4778,Cliente 4778,248.91,Aprovada,-13.1544,-53.631,37
4779,Cliente 4779,25989.06,Pendenciada,-13.1085,-46.4741,24
4780,Cliente 4780,5720.0,Aprovada,-26.1846,-36.906,18
4781,Cliente 4781,40596.49,Reprovada,-20.4387,-43.0062,56
4782,Cliente 4782,20231.83,Aprovada,-18.2628,-36.6328,4
4783,Cliente 4783,35064.41,Aprovada,-23.8004,-53.6658,67
4784,Cliente 4784,25827.94,Pendenciada,-29.5047,-41.0967,49
4785,Cliente 4785,14990.57,Pendenciada,-28.6347,-42.4827,51
4786,Cliente 4786,35709.59,Aprovada,-14.8373,-40.081,13
4787,Cliente 4787,21668.81,Aprovada,-22.8516,-35.0845,14
4788,Cliente 4788,16611.61,Aprovada,-23.1386,-47.8407,29
4789,Cliente 4789,30512.58,Aprovada,-21.4719,-40.9027,70
4790,Cliente 4790,12989.98,Aprovada,-27.0115,-38.0251,22
4791,Cliente 4791,34837.42,Aprovada,-28.9556,-47.3549,26
4792,Cliente 4792,20319.67,Reprovada,-11.4888,-59.7281,45
4793,Cliente 4793,18531.43,Aprovada,-15.8215,-53.5051,4
4794,Cliente 4794,28288.68,Aprovada,-28.3176,-44.9387,65
4795,Cliente 4795,14018.84,Aprovada,-28.9832,-48.4441,48
4796,Cliente 4796,35849.94,Pendenciada,-13.7776,-43.7559,12
4797,Cliente 4797,3112.46,Aprovada,-11.3475,-51.2842,62
4798,Cliente 4798,24566.12,Aprovada,-15.6057,-39.9634,14
4799,Cliente 4799,36631.1,Aprovada,-24.7355,-51.9329,70
4800,Cliente 4800,576.36,Aprovada,-22.5325,-47.6087,42
4801,Cliente 4801,24174.7,Reprovada,-7.2945,-36.193,50
4802,Cliente 4802,158.74,Aprovada,-7.9699,-53.4798,67
4803,Cliente 4803,39351.07,Aprovada,-17.6895,-42.0708,58
4804,Cliente 4804,1613.7,Aprovada,-24.9181,-50.6102,3
4805,Cliente 4805,19354.19,Aprovada,-16.7955,-40.8598,44
4806,Cliente 4806,49434.15,Aprovada,-5.3291,-53.8065,21
4807,Cliente 4807,14458.75,Aprovada,-26.2405,-37.2017,40
4808,Cliente 4808,49887.52,Aprovada,-9.8174,-48.987,12
4809,Cliente 4809,38019.06,Aprovada,-9.1755,-40.8617,20
4810,Cliente 4810,24282.19,Pendenciada,-12.5942,-43.9915,0
4811,Cliente 4811,10193.37,Aprovada,-25.1245,-36.0545,61
4812,Cliente 4812,27968.15,Aprovada,-22.2541,-46.5074,6
4813,Cliente 4813,26130.73,Aprovada,-14.798,-46.6115,56
4814,Cliente 4814,32588.57,Aprovada,-6.8047,-47.5002,14
4815,Cliente 4815,32665.94,Fraude,-29.9739,-52.5305,99
4816,Cliente 4816,11922.78,Aprovada,-18.7123,-58.2164,19
4817,Cliente 4817,20751.37,Aprovada,-13.5515,-56.4119,28
4818,Cliente 4818,38974.06,Reprovada,-16.6195,-36.7241,56
4819,Cliente 4819,19244.5,Aprovada,-7.932,-52.8237,24
4820,Cliente 4820,16829.53,Aprovada,-28.9662,-48.4651,23
4821,Cliente 4821,14471.27,Aprovada,-28.0738,-57.1638,9
4822,Cliente 4822,18616.4,Aprovada,-11.2704,-35.9559,44
4823,Cliente 4823,37779.64,Reprovada,-18.2652,-45.0484,41
4824,Cliente 4824,37751.54,Pendenciada,-7.0436,-40.5359,4
4825,Cliente 4825,22977.04,Pendenciada,-24.3614,-52.918,18
4826,Cliente 4826,25091.19,Pendenciada,-7.6028,-59.3358,4
4827,Cliente 4827,48977.51,Aprovada,-17.1168,-52.0611,43
4828,Cliente 4828,30094.1,Aprovada,-29.6201,-52.874,45
4829,Cliente 4829,12472.12,Aprovada,-24.3673,-58.9312,24
4830,Cliente 4830,39232.83,Pendenciada,-23.6225,-45.2761,49
4831,Cliente 4831,24016.72,Pendenciada,-11.3181,-58.5465,29
4832,Cliente 4832,38650.56,Pendenciada,-27.7454,-50.094,55
4833,Cliente 4833,10836.32,Aprovada,-18.6128,-48.8287,66
4834,Cliente 4834,26615.24,Aprovada,-8.9772,-50.229,24
4835,Cliente 4835,20330.81,Aprovada,-21.4922,-50.2844,22
4836,Cliente 4836,29267.19,Aprovada,-23.0099,-48.0117,33
4837,Cliente 4837,16616.01,Aprovada,-26.6193,-54.1819,36
4838,Cliente 4838,40472.52,Reprovada,-12.6655,-57.995,4
4839,Cliente 4839,8970.74,Aprovada,-24.0775,-52.636,29
4840,Cliente 4840,33299.46,Fraude,-12.1308,-35.3029,90
4841,Cliente 4841,1879.76,Aprovada,-15.7834,-58.0502,5
4842,Cliente 4842,29559.24,Pendenciada,-26.9776,-37.4907,38
4843,Cliente 4843,43151.23,Aprovada,-13.4963,-38.8469,70
4844,Cliente 4844,1913.98,Aprovada,-7.6942,-44.7767,25
4845,Cliente 4845,31141.31,Aprovada,-26.9112,-54.6542,37
4846,Cliente 4846,43856.97,Aprovada,-24.0318,-59.5315,38
4847,Cliente 4847,28467.1,Aprovada,-14.8605,-47.8846,55
4848,Cliente 4848,14885.19,Reprovada,-9.3547,-45.4588,29
4849,Cliente 4849,20781.16,Reprovada,-27.2598,-54.6197,14
4850,Cliente 4850,31657.17,Aprovada,-19.7797,-52.3166,41
4851,Cliente 4851,25398.75,Reprovada,-10.3496,-51.1182,17
4852,Cliente 4852,39640.52,Pendenciada,-13.0169,-53.1228,56
4853,Cliente 4853,10411.99,Aprovada,-8.1747,-53.7187,57
4854,Cliente 4854,9419.07,Aprovada,-24.8354,-46.9456,10
4855,Cliente 4855,15196.14,Aprovada,-14.506,-54.296,16
4856,Cliente 4856,6348.99,Aprovada,-8.5368,-54.5372,29
4857,Cliente 4857,5215.02,Aprovada,-8.6704,-43.8999,44
4858,Cliente 4858,29616.8,Pendenciada,-22.4975,-55.7699,56
4859,Cliente 4859,4826.2,Aprovada,-23.0494,-49.2402,51
4860,Cliente 4860,12769.99,Aprovada,-28.5987,-53.1959,55
4861,Cliente 4861,4873.31,Aprovada,-27.8471,-52.2042,15
4862,Cliente 4862,6575.61,Aprovada,-22.7782,-55.2564,9
4863,Cliente 4863,21067.25,Aprovada,-8.1288,-55.8916,15
4864,Cliente 4864,17078.04,Aprovada,-20.2074,-35.4549,14
4865,Cliente 4865,22974.03,Pendenciada,-17.6646,-49.3507,48
4866,Cliente 4866,13328.67,Aprovada,-20.5545,-48.2879,28
4867,Cliente 4867,32510.06,Aprovada,-7.9035,-37.6739,10
4868,Cliente 4868,21171.13,Reprovada,-9.7179,-56.9071,8
4869,Cliente 4869,45704.53,Aprovada,-19.581,-43.2164,1
4870,Cliente 4870,27705.16,Pendenciada,-11.1884,-40.3295,46
4871,Cliente 4871,35390.2,Aprovada,-16.1801,-58.5418,51
4872,Cliente 4872,39088.64,Aprovada,-8.408,-41.2893,32
4873,Cliente 4873,33852.89,Pendenciada,-28.2209,-49.7716,41
4874,Cliente 4874,30435.68,Aprovada,-7.3154,-58.6548,53
4875,Cliente 4875,21136.08,Reprovada,-6.2031,-53.1958,25
4876,Cliente 4876,7247.22,Aprovada,-23.7778,-38.431,0
4877,Cliente 4877,3942.46,Aprovada,-14.9157,-56.1641,24
4878,Cliente 4878,14215.65,Aprovada,-7.4591,-41.9303,43
4879,Cliente 4879,38390.7,Reprovada,-28.244,-39.9182,41
4880,Cliente 4880,2670.68,Reprovada,-5.3056,-44.1105,68
4881,Cliente 4881,11478.24,Aprovada,-10.9782,-59.8194,7
4882,Cliente 4882,3492.59,Aprovada,-19.9949,-58.5679,28
4883,Cliente 4883,23886.18,Aprovada,-21.0521,-39.0193,16
4884,Cliente 4884,11497.34,Aprovada,-7.6088,-49.139,64
4885,Cliente 4885,3737.08,Pendenciada,-13.968,-36.5745,0
4886,Cliente 4886,42352.73,Reprovada,-18.0253,-40.0769,12
4887,Cliente 4887,41627.52,Fraude,-24.9217,-39.848,88
4888,Cliente 4888,28912.57,Reprovada,-10.6768,-47.0702,3
4889,Cliente 4889,25064.98,Aprovada,-27.8673,-54.45,44
4890,Cliente 4890,37263.99,Aprovada,-19.0343,-53.5776,28
4891,Cliente 4891,7751.35,Aprovada,-19.4601,-48.9572,43
4892,Cliente 4892,6535.02,Aprovada,-29.2231,-45.2251,59
4893,Cliente 4893,22915.11,Aprovada,-14.608,-38.217,1
4894,Cliente 4894,8031.32,Aprovada,-27.7972,-44.4895,28
4895,Cliente 4895,34513.07,Aprovada,-5.5951,-35.313,61
4896,Cliente 4896,22873.25,Reprovada,-15.276,-40.7796,5
4897,Cliente 4897,35634.55,Aprovada,-19.0788,-40.9886,69
4898,Cliente 4898,16129.75,Aprovada,-9.3289,-52.9542,6
4899,Cliente 4899,9113.6,Aprovada,-22.019,-42.131,55
4900,Cliente 4900,38267.54,Aprovada,-29.068,-57.0409,70
4901,Cliente 4901,25636.35,Reprovada,-19.1705,-42.2008,43
4902,Cliente 4902,5408.88,Fraude,-27.8576,-56.4536,100
4903,Cliente 4903,23012.16,Aprovada,-25.4438,-45.4586,29
4904,Cliente 4904,48302.94,Aprovada,-10.1832,-46.2305,3
4905,Cliente 4905,42249.89,Aprovada,-29.1212,-43.3623,70
4906,Cliente 4906,44335.39,Pendenciada,-23.3444,-40.0116,11
4907,Cliente 4907,22365.46,Aprovada,-8.1429,-41.0135,7
4908,Cliente 4908,44129.53,Aprovada,-7.3222,-36.071,3
4909,Cliente 4909,49140.43,Aprovada,-5.0808,-48.4353,38
4910,Cliente 4910,28595.94,Aprovada,-14.2267,-39.2728,67
4911,Cliente 4911,22203.38,Reprovada,-20.2976,-55.0135,45
4912,Cliente 4912,906.32,Aprovada,-22.8169,-43.9373,49
4913,Cliente 4913,13126.28,Aprovada,-16.0729,-35.9701,66
4914,Cliente 4914,1370.29,Aprovada,-16.8879,-48.4794,10
4915,Cliente 4915,7941.34,Aprovada,-27.4328,-53.3571,21
4916,Cliente 4916,18626.4,Aprovada,-29.3208,-46.6339,63
4917,Cliente 4917,37147.28,Aprovada,-14.4972,-37.739,52
4918,Cliente 4918,2424.65,Pendenciada,-27.1437,-47.2172,52
4919,Cliente 4919,47408.0,Pendenciada,-5.0922,-46.9735,53
4920,Cliente 4920,19137.94,Aprovada,-5.2656,-49.9736,58
4921,Cliente 4921,49097.41,Aprovada,-15.4213,-51.7597,14
4922,Cliente 4922,39501.3,Reprovada,-16.9934,-36.1771,8
4923,Cliente 4923,23138.23,Aprovada,-26.6839,-45.1952,70
4924,Cliente 4924,1290.37,Aprovada,-25.0153,-36.9609,33
4925,Cliente 4925,6617.41,Aprovada,-16.7396,-49.7594,52
4926,Cliente 4926,47763.13,Aprovada,-12.8165,-46.9907,39
4927,Cliente 4927,8741.14,Aprovada,-14.5633,-43.8324,14
4928,Cliente 4928,35606.73,Aprovada,-19.4395,-55.066,41
4929,Cliente 4929,32990.33,Aprovada,-21.2952,-58.2361,41
4930,Cliente 4930,5430.83,Reprovada,-14.5683,-42.8795,65
4931,Cliente 4931,32006.42,Pendenciada,-27.1377,-55.5537,30
4932,Cliente 4932,7917.11,Aprovada,-27.8217,-44.9577,9
4933,Cliente 4933,43189.78,Aprovada,-19.453,-46.6045,40
4934,Cliente 4934,11490.3,Aprovada,-5.769,-50.6504,42
4935,Cliente 4935,29309.39,Aprovada,-16.7687,-51.3876,42
4936,Cliente 4936,24569.81,Aprovada,-15.5341,-42.4874,67
4937,Cliente 4937,25199.65,Pendenciada,-10.0818,-35.3985,46
4938,Cliente 4938,9123.65,Aprovada,-14.3002,-56.3753,11
4939,Cliente 4939,41797.89,Fraude,-21.2293,-39.5053,95
4940,Cliente 4940,40234.44,Aprovada,-21.4917,-44.8148,43
4941,Cliente 4941,34734.95,Reprovada,-14.7502,-44.6135,48
4942,Cliente 4942,24911.26,Pendenciada,-29.2624,-52.4427,47
4943,Cliente 4943,22605.38,Aprovada,-26.0179,-58.1687,1
4944,Cliente 4944,43999.39,Aprovada,-11.1739,-43.8117,10
4945,Cliente 4945,451.29,Aprovada,-27.8308,-53.5434,67
4946,Cliente 4946,15951.98,Reprovada,-16.2368,-42.0873,20
4947,Cliente 4947,9362.54,Fraude,-8.1435,-52.0484,92
4948,Cliente 4948,8667.32,Pendenciada,-22.3079,-39.6357,0
4949,Cliente 4949,35909.51,Aprovada,-24.1879,-59.7027,23
4950,Cliente 4950,37458.39,Fraude,-29.6374,-52.3235,97
4951,Cliente 4951,34902.61,Aprovada,-29.6877,-47.1119,1
4952,Cliente 4952,18344.49,Fraude,-29.1044,-46.0506,87
4953,Cliente 4953,22966.94,Reprovada,-12.815,-53.7808,9
4954,Cliente 4954,4965.03,Reprovada,-17.2318,-51.4854,1
4955,Cliente 4955,16105.05,Aprovada,-25.9019,-35.7662,30
4956,Cliente 4956,3123.69,Aprovada,-17.3054,-38.6844,59
4957,Cliente 4957,31110.97,Aprovada,-7.5971,-49.9072,24
4958,Cliente 4958,16519.91,Aprovada,-19.5092,-42.1835,14
4959,Cliente 4959,48033.09,Aprovada,-8.8487,-39.2764,55
4960,Cliente 4960,10467.8,Aprovada,-21.2225,-48.7817,53
4961,Cliente 4961,36980.66,Reprovada,-20.4141,-59.2657,40
4962,Cliente 4962,5548.48,Pendenciada,-29.4288,-57.3807,68
4963,Cliente 4963,44691.25,Pendenciada,-13.1418,-47.7466,69
4964,Cliente 4964,13516.5,Pendenciada,-17.639,-35.1959,57
4965,Cliente 4965,37544.89,Aprovada,-9.5159,-35.614,36
4966,Cliente 4966,2168.97,Pendenciada,-18.0536,-40.2256,37
4967,Cliente 4967,10054.95,Aprovada,-9.5686,-52.5506,28
4968,Cliente 4968,9656.94,Fraude,-29.9662,-45.8736,98
4969,Cliente 4969,18099.31,Aprovada,-17.8219,-42.3395,31
4970,Cliente 4970,39572.73,Aprovada,-25.6386,-45.1799,34
4971,Cliente 4971,42873.79,Aprovada,-23.6926,-35.6075,36
4972,Cliente 4972,44855.52,Aprovada,-9.8102,-43.276,20
4973,Cliente 4973,1012.99,Pendenciada,-11.7997,-59.0098,33
4974,Cliente 4974,45190.37,Pendenciada,-28.1072,-47.2571,54
4975,Cliente 4975,49525.01,Aprovada,-24.4929,-57.0864,69
4976,Cliente 4976,25748.76,Aprovada,-14.1156,-39.8973,17
4977,Cliente 4977,14346.11,Aprovada,-5.7215,-59.2462,28
4978,Cliente 4978,47843.41,Aprovada,-8.5772,-56.5267,66
4979,Cliente 4979,7923.01,Aprovada,-8.4868,-52.6509,18
4980,Cliente 4980,2684.47,Fraude,-11.6647,-51.0941,87
4981,Cliente 4981,28926.27,Aprovada,-25.494,-55.2426,64
4982,Cliente 4982,41344.38,Aprovada,-10.1706,-44.3772,23
4983,Cliente 4983,36188.02,Reprovada,-6.1961,-44.4518,27
4984,Cliente 4984,12717.11,Aprovada,-23.5836,-56.781,70
4985,Cliente 4985,9957.77,Fraude,-12.9176,-54.3066,97
4986,Cliente 4986,17681.82,Aprovada,-13.5185,-59.9361,42
4987,Cliente 4987,41290.95,Pendenciada,-29.7565,-37.3141,8
4988,Cliente 4988,4197.15,Reprovada,-5.5369,-53.893,56
4989,Cliente 4989,19729.1,Aprovada,-23.2361,-35.5236,52
4990,Cliente 4990,12147.57,Aprovada,-5.8084,-47.8202,26
4991,Cliente 4991,49776.66,Reprovada,-27.3819,-47.2209,3
4992,Cliente 4992,37383.41,Aprovada,-26.5562,-50.1633,47
4993,Cliente 4993,46406.19,Pendenciada,-13.3967,-54.2173,33
4994,Cliente 4994,39886.79,Aprovada,-9.6097,-53.8359,22
4995,Cliente 4995,11383.31,Reprovada,-9.1345,-41.8024,42
4996,Cliente 4996,11369.67,Fraude,-7.0856,-45.2399,94
4997,Cliente 4997,34281.86,Aprovada,-26.5866,-42.5978,41
4998,Cliente 4998,12734.24,Aprovada,-16.6091,-38.8569,46
4999,Cliente 4999,2099.05,Reprovada,-25.8868,-43.6294,8
5000,Cliente 5000,5324.56,Reprovada,-5.7957,-53.8229,15
5001,Cliente 5001,20301.76,Pendenciada,-6.6344,-59.0808,67
5002,Cliente 5002,36864.55,Aprovada,-26.7263,-54.2325,4
5003,Cliente 5003,44762.41,Aprovada,-5.8496,-37.6362,46
5004,Cliente 5004,1669.72,Reprovada,-8.8634,-37.639,36
5005,Cliente 5005,5999.55,Aprovada,-6.1997,-43.9606,7
5006,Cliente 5006,1632.17,Aprovada,-27.0079,-36.8772,52
5007,Cliente 5007,45529.68,Aprovada,-18.2007,-41.0857,1
5008,Cliente 5008,10980.51,Aprovada,-6.5291,-37.0063,16
5009,Cliente 5009,47810.1,Aprovada,-11.4483,-42.3038,56
5010,Cliente 5010,41029.44,Aprovada,-14.2527,-47.098,27
5011,Cliente 5011,35968.36,Pendenciada,-18.0395,-55.439,18
5012,Cliente 5012,7312.28,Pendenciada,-14.1654,-58.3761,10
5013,Cliente 5013,10384.53,Aprovada,-29.4607,-46.609,13
5014,Cliente 5014,42937.2,Aprovada,-25.1278,-57.5063,22
5015,Cliente 5015,4992.86,Aprovada,-28.4802,-58.9169,2
5016,Cliente 5016,7352.78,Aprovada,-29.4198,-58.5381,23
5017,Cliente 5017,4698.95,Aprovada,-14.0769,-35.4381,56
5018,Cliente 5018,47234.34,Aprovada,-5.6698,-40.6296,69
5019,Cliente 5019,4244.78,Aprovada,-27.938,-54.6633,34
5020,Cliente 5020,22935.46,Aprovada,-13.4017,-39.6481,8
5021,Cliente 5021,37280.71,Aprovada,-13.3313,-53.3135,61
5022,Cliente 5022,17425.15,Aprovada,-15.3108,-49.8672,23
5023,Cliente 5023,25534.96,Aprovada,-27.8938,-53.5583,15
5024,Cliente 5024,8288.47,Reprovada,-7.1403,-35.1138,12
5025,Cliente 5025,39757.76,Aprovada,-17.2132,-36.1111,37
5026,Cliente 5026,13404.97,Pendenciada,-24.8997,-43.7743,66
5027,Cliente 5027,35630.66,Aprovada,-28.8736,-35.63,55
5028,Cliente 5028,8914.23,Aprovada,-13.5235,-58.8609,53
5029,Cliente 5029,686.0,Aprovada,-11.8918,-56.0922,26
5030,Cliente 5030,2767.06,Aprovada,-16.8634,-52.1517,4
5031,Cliente 5031,40160.44,Aprovada,-29.9936,-49.5281,3
5032,Cliente 5032,34987.64,Reprovada,-6.3045,-56.6932,38
5033,Cliente 5033,7411.48,Aprovada,-26.6452,-48.0448,42
5034,Cliente 5034,28144.91,Aprovada,-7.0021,-45.7319,31
5035,Cliente 5035,49139.06,Aprovada,-14.4427,-47.1877,67
5036,Cliente 5036,9081.33,Aprovada,-21.5415,-50.3196,22
5037,Cliente 5037,30928.76,Aprovada,-5.6304,-40.7613,55
5038,Cliente 5038,21126.21,Aprovada,-5.3184,-47.2941,51
5039,Cliente 5039,29892.05,Aprovada,-9.2386,-54.8107,8
5040,Cliente 5040,41088.83,Aprovada,-29.2507,-55.4368,24
5041,Cliente 5041,35925.49,Aprovada,-11.0715,-45.4594,55
5042,Cliente 5042,48758.13,Aprovada,-13.4417,-51.0077,1
5043,Cliente 5043,47630.41,Aprovada,-7.6243,-54.4167,48
5044,Cliente 5044,10547.48,Aprovada,-17.6798,-44.7568,12
5045,Cliente 5045,13683.33,Reprovada,-23.5079,-43.3147,2
5046,Cliente 5046,36763.2,Aprovada,-13.7565,-45.1331,4
5047,Cliente 5047,31268.89,Pendenciada,-8.0153,-36.4913,67
5048,Cliente 5048,6533.01,Aprovada,-28.8842,-53.4686,54
5049,Cliente 5049,15162.96,Aprovada,-5.5255,-45.6725,63
5050,Cliente 5050,2301.85,Aprovada,-15.9945,-41.2551,48
5051,Cliente 5051,9753.26,Pendenciada,-13.1193,-57.1829,32
5052,Cliente 5052,33905.22,Aprovada,-13.9616,-51.4571,1
5053,Cliente 5053,40372.26,Aprovada,-19.7123,-44.0643,25
5054,Cliente 5054,22990.58,Aprovada,-14.6933,-47.3577,0
5055,Cliente 5055,20701.58,Pendenciada,-15.5202,-55.1772,1
5056,Cliente 5056,13257.09,Pendenciada,-17.4064,-43.7464,55
5057,Cliente 5057,24715.33,Aprovada,-29.8397,-51.1406,4
5058,Cliente 5058,44061.99,Aprovada,-13.5302,-53.4088,11
5059,Cliente 5059,21777.62,Aprovada,-7.72,-55.5885,56
5060,Cliente 5060,43160.25,Reprovada,-7.0737,-38.6916,57
5061,Cliente 5061,19642.33,Aprovada,-5.3202,-47.4159,13
5062,Cliente 5062,12182.63,Reprovada,-17.1214,-35.249,9
5063,Cliente 5063,47182.84,Pendenciada,-12.7737,-53.5246,63
5064,Cliente 5064,27133.38,Aprovada,-23.7449,-58.9359,42
5065,Cliente 5065,22818.17,Aprovada,-26.4365,-54.3641,8
5066,Cliente 5066,9628.74,Pendenciada,-18.6305,-40.4328,2
5067,Cliente 5067,33147.27,Fraude,-24.6102,-48.3803,90
5068,Cliente 5068,31946.73,Pendenciada,-21.9648,-43.1887,35
5069,Cliente 5069,12745.61,Aprovada,-28.1263,-41.9521,7
5070,Cliente 5070,38923.13,Pendenciada,-10.4118,-43.9684,48
5071,Cliente 5071,34219.04,Pendenciada,-27.6059,-47.0844,28
5072,Cliente 5072,37621.75,Aprovada,-6.9994,-49.3154,11
5073,Cliente 5073,18291.0,Pendenciada,-26.9287,-39.3886,15
5074,Cliente 5074,20181.88,Fraude,-9.616,-43.0,88
5075,Cliente 5075,17300.35,Pendenciada,-22.7633,-55.4958,20
5076,Cliente 5076,15149.69,Fraude,-22.9474,-59.503,95
5077,Cliente 5077,30265.8,Reprovada,-27.3976,-45.2467,65
5078,Cliente 5078,33698.97,Aprovada,-11.1094,-51.4551,7
5079,Cliente 5079,27420.83,Aprovada,-7.8524,-53.3005,1
5080,Cliente 5080,11271.26,Aprovada,-18.2483,-59.3255,65
5081,Cliente 5081,36173.3,Aprovada,-7.1257,-56.5204,69
5082,Cliente 5082,19326.44,Aprovada,-27.818,-58.6044,44
5083,Cliente 5083,47365.48,Aprovada,-24.8926,-51.5618,35
5084,Cliente 5084,3667.62,Aprovada,-18.1075,-42.9885,44
5085,Cliente 5085,7746.69,Aprovada,-14.66,-56.6435,49
5086,Cliente 5086,11751.21,Pendenciada,-17.3798,-51.6346,27
5087,Cliente 5087,8535.28,Aprovada,-22.6038,-44.2327,18
5088,Cliente 5088,22388.6,Pendenciada,-22.4175,-35.9308,49
5089,Cliente 5089,31002.8,Aprovada,-24.7386,-46.5022,12
5090,Cliente 5090,47976.09,Aprovada,-17.7751,-46.1638,35
5091,Cliente 5091,22157.17,Aprovada,-7.9206,-42.0192,58
5092,Cliente 5092,30762.5,Aprovada,-24.7696,-53.2795,0
5093,Cliente 5093,20100.81,Pendenciada,-7.6032,-49.1008,46
5094,Cliente 5094,20371.3,Aprovada,-10.4015,-52.2612,35
5095,Cliente 5095,30743.61,Fraude,-14.6689,-55.3625,93
5096,Cliente 5096,39532.63,Aprovada,-17.9671,-39.5199,61
5097,Cliente 5097,4001.32,Reprovada,-12.1185,-38.1548,44
5098,Cliente 5098,43475.24,Aprovada,-23.4803,-39.2836,50
5099,Cliente 5099,49101.99,Aprovada,-22.4372,-43.3485,11
5100,Cliente 5100,30566.09,Aprovada,-23.866,-35.8031,58
5101,Cliente 5101,22210.24,Reprovada,-9.4919,-36.6978,59
5102,Cliente 5102,46568.73,Aprovada,-26.5281,-48.7373,44
5103,Cliente 5103,36014.7,Pendenciada,-13.0515,-52.4409,35
5104,Cliente 5104,28885.67,Aprovada,-18.3497,-57.8103,40
5105,Cliente 5105,20229.54,Aprovada,-13.8096,-54.2175,5
5106,Cliente 5106,2629.48,Pendenciada,-10.2444,-51.3656,69
5107,Cliente 5107,29383.41,Aprovada,-12.9684,-43.1299,29
5108,Cliente 5108,44979.56,Aprovada,-11.2468,-54.9065,42
5109,Cliente 5109,14434.47,Aprovada,-19.8493,-40.8009,33
5110,Cliente 5110,26499.13,Aprovada,-8.6504,-59.9479,19
5111,Cliente 5111,24176.56,Aprovada,-21.9886,-54.1196,67
5112,Cliente 5112,33486.27,Pendenciada,-8.1785,-36.3521,43
5113,Cliente 5113,27184.33,Aprovada,-8.1892,-44.9905,51
5114,Cliente 5114,16690.26,Aprovada,-22.7748,-51.4045,19
5115,Cliente 5115,31096.9,Aprovada,-5.6301,-36.9255,21
5116,Cliente 5116,46670.82,Pendenciada,-22.8689,-48.4813,3
5117,Cliente 5117,48372.0,Pendenciada,-24.9213,-47.7402,22
