account_id,customer_id,branch_id,account_type,balance,open_date,status
87635,16848,89,Savings,42904.05,2025-08-16,Active
92504,59489,68,Savings,25620.15,2025-08-16,Closed
9472,5057,110,Savings,91008.47,2025-08-17,Active
19308,14449,111,Savings,3156.24,2025-08-17,Active
41755,59560,30,Savings,11959.59,2025-08-17,Active
45176,24723,69,Savings,177822.29,2025-08-17,Active
45815,38953,18,Fixed Deposit,12404.74,2025-08-17,Active
49307,44067,145,Savings,117956.03,2025-08-17,Active
50559,27108,144,Savings,10002.72,2025-08-17,Active
53625,54273,71,Savings,14358.08,2025-08-17,Dormant
65196,47639,33,Current,28017.32,2025-08-17,Active
12091,17782,48,Savings,61344.39,2025-08-18,Active
27527,38953,58,Savings,26960.45,2025-08-18,Dormant
27546,47974,3,Savings,29298.96,2025-08-18,Active
32144,31939,138,Salary,842.53,2025-08-18,Active
34436,34108,73,Current,28855.88,2025-08-18,Active
36209,31083,95,Savings,48729.6,2025-08-18,Active
42355,44768,124,Savings,47250.52,2025-08-18,Active
43151,1409,46,Salary,22687.34,2025-08-18,Active
47620,56052,98,Current,4883.8,2025-08-18,Active
49392,53215,122,Savings,118851.49,2025-08-18,Active
50297,46736,87,Savings,192047.14,2025-08-18,Active
51059,37874,37,Savings,4229.65,2025-08-18,Active
56750,12677,42,Savings,22141.83,2025-08-18,Active
59383,31000,129,Current,47796.6,2025-08-18,Active
63192,11400,105,Salary,14686.02,2025-08-18,Active
64856,24353,103,Current,26731.54,2025-08-18,Dormant
83166,57891,137,Current,53562.99,2025-08-18,Active
83184,42956,126,Savings,22236.83,2025-08-18,Dormant
87181,7640,79,Savings,22877.04,2025-08-18,Active
90111,25579,11,Current,93922.68,2025-08-18,Active
91324,57545,48,Savings,11280.06,2025-08-18,Active
4079,32984,27,Current,28832.39,2025-08-19,Active
13052,18264,34,Current,28874.18,2025-08-19,Dormant
30813,16842,62,Savings,22112.62,2025-08-19,Closed
30909,377,11,Salary,91980.26,2025-08-19,Active
31179,29679,96,Fixed Deposit,19956.76,2025-08-19,Active
39615,2759,5,Savings,7045.07,2025-08-19,Active
41707,16407,87,Savings,2156.83,2025-08-19,Active
48167,49940,67,Savings,18581.05,2025-08-19,Active
50096,46545,45,Savings,58028.15,2025-08-19,Active
54233,37831,25,Fixed Deposit,41110.9,2025-08-19,Active
65749,58149,39,Current,57378.83,2025-08-19,Active
83253,7217,143,Salary,4932.21,2025-08-19,Active
93128,48026,91,Fixed Deposit,50852.94,2025-08-19,Active
94514,4639,122,Savings,14514.45,2025-08-19,Active
19213,4783,99,Salary,39883.03,2025-08-20,Active
38384,18894,16,Savings,30403.53,2025-08-20,Active
39388,31181,32,Savings,13780.5,2025-08-20,Active
46540,12726,76,Savings,36838.38,2025-08-20,Active
75579,44248,95,Fixed Deposit,36900.87,2025-08-20,Active
82380,12568,142,Savings,6032.98,2025-08-20,Active
8695,28434,83,Current,1036.61,2025-08-21,Dormant
20800,42576,92,Current,21947.42,2025-08-21,Dormant
24694,8468,114,Fixed Deposit,15640.47,2025-08-21,Active
25404,19200,34,Current,29237.04,2025-08-21,Active
33221,21219,49,Current,39493.9,2025-08-21,Active
34689,45348,119,Savings,4889.43,2025-08-21,Active
37778,50259,112,Savings,3620.98,2025-08-21,Active
40610,35835,92,Fixed Deposit,97552.03,2025-08-21,Active
43634,44228,106,Fixed Deposit,123855.75,2025-08-21,Closed
88108,56933,96,Salary,153090.24,2025-08-21,Active
92888,52404,35,NRI,42285.96,2025-08-21,Active
2162,8933,102,Savings,18944.6,2025-08-22,Active
5008,6727,115,Salary,68838,2025-08-22,Active
5351,28793,51,Savings,66668.26,2025-08-22,Active
10670,6534,66,Salary,17658.48,2025-08-22,Active
18178,40648,62,Salary,9503.69,2025-08-22,Active
34725,59470,59,Savings,85963.3,2025-08-22,Active
37796,18795,96,Savings,118886.07,2025-08-22,Active
38880,55979,118,Current,24454.67,2025-08-22,Closed
57543,49170,57,Salary,6099.76,2025-08-22,Active
60732,30793,98,Current,45019.67,2025-08-22,Active
61456,38835,117,Current,18649.79,2025-08-22,Dormant
71434,36028,16,Fixed Deposit,151841.75,2025-08-22,Dormant
32041,28391,75,Current,6310.12,2025-08-23,Active
37977,45247,146,Savings,11785.2,2025-08-23,Active
41411,17149,36,Savings,13354.06,2025-08-23,Active
41663,39931,82,Savings,81281.61,2025-08-23,Active
51041,4626,41,Savings,58806.58,2025-08-23,Active
80026,10347,102,Savings,42317.4,2025-08-23,Active
88188,37152,150,NRI,144923.36,2025-08-23,Active
1195,40689,131,Fixed Deposit,14784.34,2025-08-24,Active
2658,3592,79,Savings,30507.66,2025-08-24,Active
9035,47899,53,Savings,8215.3,2025-08-24,Active
35735,26439,97,Current,62186.57,2025-08-24,Dormant
37093,29544,146,Salary,28058.42,2025-08-24,Active
50482,22643,68,Fixed Deposit,50054.89,2025-08-24,Active
52205,26403,70,Salary,27817.96,2025-08-24,Active
55790,30571,71,Current,90461.22,2025-08-24,Active
59215,27528,140,Current,3421.93,2025-08-24,Active
61472,31636,84,Savings,8744.25,2025-08-24,Active
65877,37048,122,Savings,6745.94,2025-08-24,Closed
82386,13703,4,Savings,13748.11,2025-08-24,Active
87867,132,64,Current,26930.45,2025-08-24,Active
769,44969,42,Salary,62835.28,2025-08-25,Active
1329,15773,95,Savings,8648.15,2025-08-25,Closed
1387,10322,127,Savings,71330.92,2025-08-25,Active
19684,58303,76,Current,31477.95,2025-08-25,Active
23447,41369,134,Current,29218.59,2025-08-25,Active
58200,52014,46,Salary,53498.31,2025-08-25,Active
58783,30823,14,Savings,76355.82,2025-08-25,Closed
66013,1045,130,Current,1357.22,2025-08-25,Active
73486,3653,62,Savings,45022.63,2025-08-25,Active
84446,25939,125,Savings,35167.27,2025-08-25,Active
6246,4413,53,Fixed Deposit,158398.81,2025-08-26,Closed
17788,58281,82,Current,74671.96,2025-08-26,Active
26838,45423,89,Savings,4941.27,2025-08-26,Active
33238,29801,133,Savings,27464.99,2025-08-26,Active
38001,42086,72,Fixed Deposit,49701.23,2025-08-26,Active
45504,39719,120,Savings,5775.07,2025-08-26,Active
45573,7816,57,Salary,137401.54,2025-08-26,Active
49055,16923,44,Current,207459.91,2025-08-26,Active
58343,38203,32,Savings,22630.69,2025-08-26,Dormant
72210,43948,68,Savings,10642.62,2025-08-26,Dormant
72269,1736,68,Savings,70340.43,2025-08-26,Active
76777,7744,64,Savings,9000.64,2025-08-26,Active
85089,40435,18,Salary,25879.81,2025-08-26,Active
87709,13562,91,Current,31113.61,2025-08-26,Dormant
94958,16955,4,Current,75498.67,2025-08-26,Active
2221,12081,112,Salary,93297.3,2025-08-27,Active
6150,19512,39,Salary,17558.81,2025-08-27,Active
11042,6585,61,Savings,14160.42,2025-08-27,Active
13252,34922,87,Savings,15465.21,2025-08-27,Active
20425,1039,81,Savings,6693.15,2025-08-27,Active
20426,32726,135,Savings,184984.23,2025-08-27,Active
22775,42493,23,Fixed Deposit,9514.9,2025-08-27,Active
30931,54519,53,Savings,31471.46,2025-08-27,Active
50285,3890,53,Savings,113470.38,2025-08-27,Active
54618,2675,54,Current,20896.17,2025-08-27,Active
73680,53341,145,Current,37568.95,2025-08-27,Active
78176,1754,148,NRI,58954.17,2025-08-27,Active
3453,40636,28,Savings,59842.27,2025-08-28,Active
4414,38739,122,Current,36267.34,2025-08-28,Active
8552,59002,97,Savings,17183.05,2025-08-28,Dormant
9570,6540,109,Savings,21766.07,2025-08-28,Active
11836,52841,6,Salary,16972.67,2025-08-28,Active
13149,59264,148,Savings,168561.32,2025-08-28,Active
19337,37041,23,Fixed Deposit,122010.13,2025-08-28,Active
22287,35787,64,Current,40756.72,2025-08-28,Active
22329,43546,21,Savings,76965.89,2025-08-28,Active
24915,56464,70,Savings,20230.83,2025-08-28,Closed
28451,38025,28,Savings,832.49,2025-08-28,Active
32645,37498,146,Salary,32089.08,2025-08-28,Active
46594,39212,128,Current,6568.2,2025-08-28,Active
66495,25001,85,Savings,106027.48,2025-08-28,Active
74212,49869,118,Savings,17143.74,2025-08-28,Active
78832,5069,62,Current,17238.06,2025-08-28,Active
80586,14748,88,Salary,17651.66,2025-08-28,Dormant
88054,51627,73,Savings,1138.09,2025-08-28,Dormant
94587,41608,98,Savings,77426.59,2025-08-28,Active
8327,7805,87,Savings,57251.73,2025-08-29,Active
10269,59191,54,Savings,8022.49,2025-08-29,Active
12647,19197,44,Current,17310.12,2025-08-29,Active
17268,54095,110,Current,12184.9,2025-08-29,Active
17341,42206,58,Current,21824.76,2025-08-29,Active
30988,50725,92,Fixed Deposit,39700.29,2025-08-29,Active
37133,53067,35,NRI,70987.06,2025-08-29,Active
39845,16502,103,Current,21643.26,2025-08-29,Active
42809,46959,119,Current,13239.76,2025-08-29,Active
54986,43965,26,Savings,73129.6,2025-08-29,Active
56152,3779,53,NRI,162238.18,2025-08-29,Dormant
77670,10710,33,Savings,7598.74,2025-08-29,Dormant
86523,5061,142,Fixed Deposit,39470.87,2025-08-29,Closed
86746,42621,67,Savings,48448.38,2025-08-29,Active
86872,14844,19,Salary,1172.13,2025-08-29,Active
88204,54802,59,Savings,31265.65,2025-08-29,Active
93886,43562,64,Savings,27020.66,2025-08-29,Active
9907,4735,79,Current,66528.74,2025-08-30,Active
10906,18239,66,Salary,15955.54,2025-08-30,Active
18320,52216,34,Salary,15339.37,2025-08-30,Active
19012,7206,30,NRI,49264.15,2025-08-30,Active
22928,47249,86,Current,5089.85,2025-08-30,Active
24862,29669,71,Fixed Deposit,103630.09,2025-08-30,Active
34435,38920,79,Savings,36826.48,2025-08-30,Closed
42013,22431,124,Salary,5406.95,2025-08-30,Active
43213,16712,131,Current,19879.95,2025-08-30,Dormant
60861,57196,119,Savings,80123.61,2025-08-30,Dormant
62684,16603,24,Savings,21554.36,2025-08-30,Active
76545,12241,74,Current,31809.15,2025-08-30,Active
85584,53633,104,Savings,4641.66,2025-08-30,Active
88355,38181,3,Current,130921.93,2025-08-30,Dormant
94525,56493,60,Salary,28441.36,2025-08-30,Closed
8287,43942,56,Current,111082.21,2025-08-31,Active
8606,24568,130,Current,29574.14,2025-08-31,Active
17071,26581,114,Salary,35724.32,2025-08-31,Active
17465,16204,5,Savings,3324.44,2025-08-31,Active
26942,48839,92,Savings,35835.35,2025-08-31,Active
27648,29916,56,Savings,16263.18,2025-08-31,Active
32101,36898,2,Savings,4821.42,2025-08-31,Active
54587,45058,54,Savings,17207.26,2025-08-31,Active
62627,41941,64,Savings,35446.62,2025-08-31,Active
62660,27171,106,Fixed Deposit,22042.46,2025-08-31,Active
65069,23435,74,Current,18765.94,2025-08-31,Active
66373,42967,23,Savings,8113.04,2025-08-31,Active
76095,58247,119,Savings,10105.13,2025-08-31,Dormant
87677,58865,54,Savings,10166.25,2025-08-31,Active
3756,35692,137,Current,51266.78,2025-09-01,Active
5584,24032,17,Savings,52146.34,2025-09-01,Active
17573,17641,33,Current,107042.7,2025-09-01,Active
36831,34438,37,Savings,32081.98,2025-09-01,Active
45231,199,86,Current,17600.04,2025-09-01,Active
53586,26712,83,Salary,69701.39,2025-09-01,Active
56801,44424,9,Fixed Deposit,53579.85,2025-09-01,Dormant
56839,56508,122,Current,20202.06,2025-09-01,Active
61647,1474,109,Savings,75076.9,2025-09-01,Dormant
63167,13607,75,Savings,9859.24,2025-09-01,Active
64422,41201,147,Salary,22364.54,2025-09-01,Active
72951,58429,51,Salary,37536.66,2025-09-01,Active
76602,7966,68,Savings,5683.51,2025-09-01,Active
79510,36557,26,Savings,18562.46,2025-09-01,Active
82610,40132,61,Savings,4842.24,2025-09-01,Active
92658,56528,48,Salary,76482.23,2025-09-01,Active
9883,4243,53,Current,27642.88,2025-09-02,Active
14911,38111,56,Savings,74422.5,2025-09-02,Active
20869,8215,121,Savings,8551.17,2025-09-02,Active
39157,46666,108,NRI,52043.05,2025-09-02,Active
59335,23616,43,Savings,81989.42,2025-09-02,Active
64461,8968,54,Savings,42640,2025-09-02,Dormant
65347,41967,95,Salary,19805.24,2025-09-02,Active
66922,19022,18,Savings,111069.14,2025-09-02,Active
68315,10250,63,Savings,1620.65,2025-09-02,Active
70820,57552,78,Savings,24840.42,2025-09-02,Active
72006,44936,80,Savings,16723.1,2025-09-02,Active
83462,59460,84,Savings,55063.01,2025-09-02,Active
87796,56351,117,Salary,40346.59,2025-09-02,Active
93761,29300,116,Current,7989.12,2025-09-02,Active
93806,58202,75,Savings,7906.07,2025-09-02,Active
15144,27178,85,Current,21533.18,2025-09-03,Active
16332,43685,43,Current,13871.31,2025-09-03,Active
16449,50732,104,Savings,3090.32,2025-09-03,Active
16528,32794,138,Current,32620.67,2025-09-03,Active
18222,5055,93,Savings,12369.66,2025-09-03,Dormant
23465,40351,99,Savings,84066.67,2025-09-03,Active
24577,57919,124,Fixed Deposit,627.74,2025-09-03,Active
24743,45242,74,Current,3300.02,2025-09-03,Active
60137,47341,99,Savings,225212.15,2025-09-03,Active
65148,3278,64,Salary,14114.64,2025-09-03,Dormant
66877,7046,96,Savings,29496.05,2025-09-03,Active
73906,35325,119,Salary,109892.57,2025-09-03,Active
79337,52976,113,Current,108786.23,2025-09-03,Active
86586,24847,48,Savings,82089.22,2025-09-03,Active
90362,20304,147,Current,47681.46,2025-09-03,Active
92543,50013,34,Salary,22039.91,2025-09-03,Closed
93896,42241,137,Savings,21293.08,2025-09-03,Active
5098,13030,36,Current,23648.78,2025-09-04,Active
6510,18501,117,Current,64838,2025-09-04,Active
10036,10717,116,Savings,58910.07,2025-09-04,Active
28487,13182,88,Salary,136118.83,2025-09-04,Active
29142,33013,64,Current,41441.51,2025-09-04,Active
33536,32102,138,Savings,39009.18,2025-09-04,Active
34726,28676,143,Fixed Deposit,16052.74,2025-09-04,Active
37431,6234,37,Savings,39114.34,2025-09-04,Active
54641,54591,89,NRI,27586.27,2025-09-04,Active
56547,37882,123,Savings,55668.68,2025-09-04,Active
57562,10719,148,Savings,80359.12,2025-09-04,Active
62601,32922,100,Savings,5748.12,2025-09-04,Active
65999,45752,32,Salary,60251.75,2025-09-04,Closed
70093,41311,148,Current,7074.6,2025-09-04,Dormant
83003,49199,103,Current,18229.25,2025-09-04,Active
86955,6493,34,NRI,62403.54,2025-09-04,Active
94471,55218,37,Savings,115949.2,2025-09-04,Active
15369,1989,132,Savings,84464.47,2025-09-05,Active
19465,25312,39,Fixed Deposit,114175.75,2025-09-05,Dormant
22721,43397,4,Savings,33544,2025-09-05,Active
42301,30637,92,Salary,20197.08,2025-09-05,Active
52057,2980,51,Fixed Deposit,2392.67,2025-09-05,Active
61832,19256,119,Savings,96706.4,2025-09-05,Active
78552,1596,16,Salary,107947.27,2025-09-05,Active
78637,18655,21,Current,33423.88,2025-09-05,Active
81190,42002,121,Current,212975.52,2025-09-05,Active
88754,11015,95,Savings,47607.68,2025-09-05,Active
14902,26520,67,Current,36038.65,2025-09-06,Active
18535,58373,115,Savings,16929.97,2025-09-06,Active
34750,40008,117,Current,127112.94,2025-09-06,Active
40960,8472,116,Savings,61381.54,2025-09-06,Active
44883,55669,88,Current,35942.8,2025-09-06,Active
64533,457,63,Savings,47162.77,2025-09-06,Active
71158,21885,48,NRI,20335.91,2025-09-06,Dormant
72511,24439,81,Savings,105192.48,2025-09-06,Active
73736,8618,9,Savings,56627.23,2025-09-06,Active
175,6771,78,Salary,241057.1,2025-09-07,Closed
1470,11042,88,Current,29978.66,2025-09-07,Active
7338,36574,90,Current,87437.73,2025-09-07,Active
11997,30171,60,NRI,103739.85,2025-09-07,Active
18655,54129,43,Savings,6154.67,2025-09-07,Active
19399,47577,4,Savings,7000.12,2025-09-07,Active
19692,5882,83,Salary,14344.69,2025-09-07,Active
37025,33096,136,Savings,27602,2025-09-07,Active
43210,4346,149,Savings,39018.23,2025-09-07,Active
44454,44315,49,Savings,44148.3,2025-09-07,Active
47363,22796,90,Salary,1752.68,2025-09-07,Closed
50177,18930,6,Salary,141295.12,2025-09-07,Active
50315,2908,91,Savings,64897.9,2025-09-07,Active
52778,39707,51,Savings,89203.07,2025-09-07,Active
72666,30528,60,Current,13045.01,2025-09-07,Closed
73852,54095,137,Savings,38948.88,2025-09-07,Active
76325,25917,139,Savings,31916.28,2025-09-07,Active
81927,27063,143,Fixed Deposit,71994.39,2025-09-07,Active
2857,721,113,Fixed Deposit,15576.91,2025-09-08,Closed
6107,11343,23,Salary,124766.72,2025-09-08,Active
15668,11851,56,Fixed Deposit,88478.24,2025-09-08,Closed
19159,25542,32,Savings,19893.8,2025-09-08,Active
20416,39656,140,Current,143034.47,2025-09-08,Active
42309,31474,43,Salary,110100.84,2025-09-08,Active
43583,51342,55,Savings,60547.5,2025-09-08,Active
57907,53588,103,Salary,120712.4,2025-09-08,Active
63469,34695,55,Savings,6935.45,2025-09-08,Active
71583,44458,15,Fixed Deposit,18468.54,2025-09-08,Active
74321,20468,88,Salary,6179.93,2025-09-08,Active
85777,4151,24,Savings,6461.22,2025-09-08,Active
93726,42451,129,Current,18394.03,2025-09-08,Active
11166,12843,48,Fixed Deposit,5655.13,2025-09-09,Active
12179,54634,39,Savings,44813.21,2025-09-09,Active
14481,16223,38,Salary,23258.68,2025-09-09,Active
17882,52989,132,Savings,148176.65,2025-09-09,Active
23150,57259,86,Savings,14418.31,2025-09-09,Active
23351,14514,40,Current,7701.98,2025-09-09,Active
36373,51818,79,Savings,27153.95,2025-09-09,Active
39266,45748,108,Savings,3149.1,2025-09-09,Active
49815,35065,139,Salary,5373.39,2025-09-09,Active
77150,15827,128,Current,18371.95,2025-09-09,Active
91092,31546,97,Savings,12293.84,2025-09-09,Active
6479,36836,93,Savings,43310.04,2025-09-10,Active
6643,41968,129,Savings,52681.49,2025-09-10,Active
15727,40360,59,Salary,179414.64,2025-09-10,Active
16598,53434,29,Current,196786.09,2025-09-10,Active
24021,7775,128,Savings,87357.38,2025-09-10,Active
24356,12349,113,Savings,31685.55,2025-09-10,Active
24703,10619,146,Savings,34690.37,2025-09-10,Active
34366,3694,35,Savings,64581.76,2025-09-10,Active
36863,24830,145,NRI,69644.68,2025-09-10,Active
38780,56503,5,Fixed Deposit,76744.4,2025-09-10,Active
48594,7638,63,Savings,76776.18,2025-09-10,Active
50605,55174,128,Savings,52637.98,2025-09-10,Active
65945,12683,94,Savings,30455.69,2025-09-10,Active
66453,48208,146,NRI,66379.95,2025-09-10,Dormant
74211,13288,140,Savings,4760.58,2025-09-10,Active
74400,70,23,Fixed Deposit,10695.81,2025-09-10,Active
78168,56208,107,Salary,15617.69,2025-09-10,Active
80639,27966,6,Current,14122.14,2025-09-10,Dormant
5404,30200,9,Fixed Deposit,67478.86,2025-09-11,Active
12045,42525,37,Savings,20855.23,2025-09-11,Active
14394,53488,26,Current,67102.08,2025-09-11,Active
34739,9750,26,Salary,43332.55,2025-09-11,Active
35223,3709,130,Savings,5884.06,2025-09-11,Active
54666,24165,78,Salary,114752.92,2025-09-11,Active
59561,31013,132,Savings,25037.75,2025-09-11,Active
60969,47968,50,Savings,12847.14,2025-09-11,Active
65376,57090,89,NRI,19264.42,2025-09-11,Active
65665,47402,33,NRI,53314.27,2025-09-11,Dormant
68475,41530,142,Salary,22419.63,2025-09-11,Dormant
75019,21590,66,Savings,4479.38,2025-09-11,Dormant
83409,12771,26,NRI,5866.97,2025-09-11,Active
85747,12753,96,Current,28041.13,2025-09-11,Active
89328,54204,42,Savings,10637.29,2025-09-11,Active
90478,5666,94,Salary,16691.7,2025-09-11,Active
94140,4747,117,Savings,88547.29,2025-09-11,Active
3002,54929,138,Savings,69827.86,2025-09-12,Active
10432,35892,100,Savings,4939.82,2025-09-12,Active
12061,45514,7,Savings,24776.91,2025-09-12,Active
12761,31413,121,Salary,47062.32,2025-09-12,Active
40743,24432,131,Fixed Deposit,2267.19,2025-09-12,Active
44707,18957,44,Savings,86435.11,2025-09-12,Active
58243,17017,36,Current,5337.79,2025-09-12,Active
64185,22737,74,Current,18189.97,2025-09-12,Dormant
5123,8677,23,Salary,53665.43,2025-09-13,Active
19859,21511,107,Savings,33686.1,2025-09-13,Active
20976,11385,114,NRI,177242.48,2025-09-13,Active
22887,19216,14,NRI,11806.49,2025-09-13,Active
44342,14607,86,Savings,1802.52,2025-09-13,Active
47578,49457,150,Salary,29493.03,2025-09-13,Active
61550,25635,137,Savings,13844.3,2025-09-13,Active
70312,47979,58,Fixed Deposit,10062.81,2025-09-13,Active
76235,22045,124,Current,1676.11,2025-09-13,Active
80914,11111,90,Savings,72432.84,2025-09-13,Dormant
81701,45410,44,Savings,46725.85,2025-09-13,Active
86183,14128,145,Current,40346.45,2025-09-13,Active
556,1341,44,Current,20137.89,2025-09-14,Active
6926,8275,77,Fixed Deposit,46046.42,2025-09-14,Active
12492,14825,10,Savings,44494.87,2025-09-14,Active
19920,41125,137,Savings,210823.35,2025-09-14,Active
23713,38565,49,Savings,33500.77,2025-09-14,Dormant
34198,10626,39,Savings,89526.22,2025-09-14,Active
36450,341,41,Current,10642.01,2025-09-14,Active
44007,32942,136,Savings,67368.82,2025-09-14,Active
45971,36303,64,Savings,68452.29,2025-09-14,Active
56538,2140,115,Savings,43199.59,2025-09-14,Active
77182,42793,148,Savings,17613.95,2025-09-14,Active
85184,17411,33,Savings,9132.09,2025-09-14,Active
88375,33204,97,Savings,30159.68,2025-09-14,Active
88845,39979,114,Savings,45659.52,2025-09-14,Active
92622,49181,109,Savings,11589.16,2025-09-14,Active
4973,26628,101,Current,7371.01,2025-09-15,Active
19027,12162,56,Savings,114510.65,2025-09-15,Active
30709,54606,139,NRI,7256.54,2025-09-15,Active
32537,44607,5,Fixed Deposit,15787.68,2025-09-15,Active
34085,22754,125,Fixed Deposit,70995.08,2025-09-15,Active
37225,24873,40,Savings,6230.78,2025-09-15,Active
41732,179,15,Fixed Deposit,195482.19,2025-09-15,Active
53420,46286,105,Salary,17459.67,2025-09-15,Active
80034,46271,145,Savings,2920.46,2025-09-15,Active
91627,39811,142,Current,14724.81,2025-09-15,Active
43,20741,2,Savings,37368.63,2025-09-16,Active
10663,29720,54,Current,20510.38,2025-09-16,Active
67354,37660,120,Savings,47753.61,2025-09-16,Active
67572,43031,136,Savings,24209.29,2025-09-16,Active
91878,50696,70,Savings,47008.28,2025-09-16,Active
28332,37820,34,Current,58969.87,2025-09-17,Closed
59854,39142,130,Fixed Deposit,57034.15,2025-09-17,Active
65247,933,64,Salary,104033.76,2025-09-17,Active
67868,19621,120,Savings,55985.63,2025-09-17,Active
88499,33657,114,Current,11143.64,2025-09-17,Active
93350,35953,46,Savings,31367.8,2025-09-17,Active
977,31891,25,Current,15526.41,2025-09-18,Active
11514,42091,47,Savings,10142.46,2025-09-18,Active
19881,52817,128,Current,208605.51,2025-09-18,Active
27474,3215,142,Fixed Deposit,1670.15,2025-09-18,Active
38953,28446,57,Salary,35820.55,2025-09-18,Dormant
65500,29685,14,Savings,72089.99,2025-09-18,Active
68609,36637,6,Savings,52886,2025-09-18,Active
84518,45218,134,Salary,11051.3,2025-09-18,Active
89803,23388,3,Salary,8650.16,2025-09-18,Active
89897,10861,47,Fixed Deposit,46755.77,2025-09-18,Closed
89911,20071,67,NRI,62485.02,2025-09-18,Dormant
13001,50483,145,Current,24676.96,2025-09-19,Dormant
24294,44042,139,NRI,34358.32,2025-09-19,Active
31397,50307,49,Fixed Deposit,9112,2025-09-19,Active
33889,37169,77,Savings,31481.09,2025-09-19,Active
51776,13476,15,Savings,70536.29,2025-09-19,Active
52299,40398,40,Savings,9884.85,2025-09-19,Active
60321,25182,130,Savings,29203.94,2025-09-19,Active
64372,58154,135,Savings,17656.81,2025-09-19,Active
74635,27234,48,NRI,119212.87,2025-09-19,Dormant
76923,21837,148,Savings,97552.33,2025-09-19,Active
83932,18183,73,Salary,10264.92,2025-09-19,Active
94171,43169,54,Salary,36679.21,2025-09-19,Active
2533,43699,50,Salary,13336.87,2025-09-20,Active
8745,47047,111,Current,3089.79,2025-09-20,Active
10322,15867,100,Salary,37574.38,2025-09-20,Active
21772,36187,107,Fixed Deposit,1433.82,2025-09-20,Active
51824,3540,28,Savings,166021.18,2025-09-20,Active
58183,36011,4,NRI,83170.07,2025-09-20,Active
62768,34688,8,Salary,5275.96,2025-09-20,Dormant
68833,56619,19,Fixed Deposit,52905.72,2025-09-20,Closed
72051,26876,80,Current,35971.31,2025-09-20,Active
74418,39053,113,Current,56802.5,2025-09-20,Active
79222,7966,20,Salary,23014.05,2025-09-20,Active
19212,24945,47,Salary,12579.05,2025-09-21,Active
50707,24871,141,Savings,57324.02,2025-09-21,Dormant
59667,48745,49,Salary,84147.83,2025-09-21,Active
61933,50751,11,Savings,1802.69,2025-09-21,Active
63340,59735,23,Savings,54206.52,2025-09-21,Active
66641,15370,131,Current,95792.86,2025-09-21,Active
72161,400,41,Fixed Deposit,42496.78,2025-09-21,Active
80453,44209,96,Savings,80151.15,2025-09-21,Active
82170,46974,85,Savings,1897.57,2025-09-21,Active
90482,47314,148,Salary,4515.63,2025-09-21,Active
142,23198,106,Salary,5363.65,2025-09-22,Active
19426,1446,66,Salary,37458.17,2025-09-22,Closed
24203,14493,92,Current,2013.53,2025-09-22,Active
24590,21116,28,Savings,114025.93,2025-09-22,Active
32095,31695,22,Savings,114828.63,2025-09-22,Active
54822,23482,149,Current,37347.84,2025-09-22,Active
60746,13855,82,Savings,12390.19,2025-09-22,Active
65047,6592,103,Current,4427.79,2025-09-22,Active
73359,22370,115,Savings,19554.77,2025-09-22,Closed
86856,40452,40,Savings,96353.73,2025-09-22,Active
87490,6989,48,Savings,18125.99,2025-09-22,Active
4614,24570,87,Savings,2322.39,2025-09-23,Closed
33831,25330,27,Savings,2952.76,2025-09-23,Active
42821,50911,99,Savings,6181.66,2025-09-23,Active
48182,30615,14,Savings,29810.59,2025-09-23,Active
50181,23875,146,Savings,14667.04,2025-09-23,Active
61248,43534,51,Savings,19058.84,2025-09-23,Active
74101,58228,136,Savings,7739.63,2025-09-23,Active
87315,23273,146,Savings,47474.25,2025-09-23,Active
6589,15245,12,Savings,17960.66,2025-09-24,Active
9539,10850,18,Salary,28439.51,2025-09-24,Active
16409,5440,41,Current,45282.6,2025-09-24,Active
22873,14471,63,Current,62852.4,2025-09-24,Active
24011,29246,80,Savings,64641.46,2025-09-24,Active
37566,42240,33,Savings,27575.28,2025-09-24,Active
40730,12861,79,Savings,32037.68,2025-09-24,Active
41018,24617,48,Savings,14581.61,2025-09-24,Active
44408,23334,31,Savings,28775.92,2025-09-24,Active
44965,21582,65,Savings,124517.08,2025-09-24,Active
46970,30940,100,Savings,131483.22,2025-09-24,Active
58254,58876,22,Fixed Deposit,35748.08,2025-09-24,Active
75041,29645,34,Current,26909.05,2025-09-24,Active
76910,15572,15,Savings,11401.41,2025-09-24,Active
80497,46618,34,Current,9511.13,2025-09-24,Active
82993,31903,34,Savings,26624.39,2025-09-24,Active
89078,30133,121,Savings,5338.43,2025-09-24,Active
89781,50678,24,Savings,22795.56,2025-09-24,Active
1147,27853,48,Salary,45103.65,2025-09-25,Closed
3450,17425,137,Salary,23110.25,2025-09-25,Active
8542,27812,128,Savings,16266.27,2025-09-25,Active
18085,5492,115,Savings,37411.94,2025-09-25,Dormant
21025,10265,145,Salary,20433.83,2025-09-25,Active
21864,58143,146,Fixed Deposit,18909.29,2025-09-25,Dormant
47572,50582,57,Savings,11916.9,2025-09-25,Closed
47943,8106,74,Savings,53756.05,2025-09-25,Active
48643,20147,117,Salary,58234.94,2025-09-25,Active
53209,37018,65,Savings,33692.57,2025-09-25,Active
57173,19764,102,Savings,4895.21,2025-09-25,Active
62838,11513,85,Fixed Deposit,9478.41,2025-09-25,Active
64498,53644,120,Salary,105185.8,2025-09-25,Dormant
68559,38039,14,Salary,94162.05,2025-09-25,Active
