Image_name,Card-set,Card_number,Rarity,Card_name,Other names,Card type,Attribute,Types,Level,ATK / DEF,Password,Status,Effect types,Ritual required,Property,Ritual Monster required,Pendulum Scale,Rank,Link Arrows,ATK / LINK,Other names (Japanese),Summoned by the effect of
BODE-EN059 SR.png,Burst of Destiny,BODE-EN059,Super Rare,Floowandereeze and the Unexplored Winds,,Spell,,,,,55521751,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous-like', 'Ignition-like', 'Condition']",,Continuous,,,,,,,
RIRA-EN054 C.png,Rising Rampage,RIRA-EN054,Common,Fury of Fire,,Spell,,,,,92345028,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Condition', 'Effect', 'Condition']",,Normal,,,,,,,
SHVI-EN000 R.png,Shining Victories,SHVI-EN000,Rare,Magical Cavalry of Cxulub,,Monster,EARTH,Dinosaur / Pendulum / Effect,4.0,1500 / 1800,23220863,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Continuous'],,,,3.0,,,,,
GFP2-EN104 UR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN104,Ultra Rare,Box of Friends,,Monster,LIGHT,Machine / Effect,1.0,0 / 0,81587028,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Condition']",,,,,,,,,
PHRA-EN031 UR.png,Phantom Rage,PHRA-EN031,Ultra Rare,Brigrand the Glory Dragon,,Monster,DARK,Beast / Fusion / Effect,8.0,2500 / 2000,34848821,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Continuous', 'Trigger', 'Condition']",,,,,,,,,
MRD-132 C.png,Metal Raiders,MRD-132,Common,Sword of Deep-Seated,,Spell,,,,,98495314,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']","['Continuous-like', 'Trigger-like']",,Equip,,,,,,,
RATE-EN095 C.png,Raging Tempest,RATE-EN095,Common,Lightsworn Judgment,,Trap,,,,,66194206,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Trigger-like']",,Normal,,,,,,,
LODT-EN019 UR.png,Light of Destruction,LODT-EN019,Ultra Rare,"Lyla, Lightsworn Sorceress",,Monster,LIGHT,Spellcaster / Effect,4.0,1700 / 200,22624373,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Trigger']",,,,,,,,,
GAOV-EN083 SR.png,Galactic Overlord,GAOV-EN083,Super Rare,Evoltile Elginero,,Monster,FIRE,Reptile / Effect,2.0,0 / 0,91903221,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
NECH-EN006 C.png,The New Challengers,NECH-EN006,Common,Elegy the Melodious Diva,,Monster,LIGHT,Fairy / Effect,5.0,2000 / 1200,79514956,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Continuous']",,,,,,,,,
MRL-024 R.png,Spell Ruler,MRL-024,Rare,Hiro's Shadow Scout,,Monster,DARK,Fiend / Effect,2.0,650 / 500,81863068,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Flip'],,,,,,,,,
ABPF-EN019 SR.png,Absolute Powerforce,ABPF-EN019,Super Rare,Oracle of the Sun,,Monster,LIGHT,Spellcaster / Effect,5.0,1000 / 2000,42280216,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Unclassified', 'Trigger']",,,,,,,,,
SOVR-EN020 C.png,Stardust Overdrive,SOVR-EN020,Common,Reptilianne Gorgon,,Monster,DARK,Reptile / Effect,3.0,1400 / 1400,43426903,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
CRMS-EN046 C.png,Crimson Crisis,CRMS-EN046,Common,Vengeful Servant,,Spell,,,,,21702241,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger-like'],,Equip,,,,,,,
STBL-EN095 ScR.png,Starstrike Blast,STBL-EN095,Secret Rare,Genex Ally Duradark,,Monster,DARK,Machine / Effect,4.0,1800 / 200,68450517,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Ignition'],,,,,,,,,
TSHD-EN090 C.png,The Shining Darkness,TSHD-EN090,Common,Genex Controller,,Monster,DARK,Machine / Tuner / Normal,3.0,1400 / 1200,68505803,"['Unlimited (OCG)', 'Unlimited (TCG)']",,,,,,,,,,
FOTB-EN039 C.png,Force of the Breaker,FOTB-EN039,Common,Wild Fire,,Spell,,,,,68815401,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']","['Cost', 'Effect', 'Condition']",,Quick-Play,,,,,,,
ETCO-EN038 C.png,Eternity Code,ETCO-EN038,Common,Goldilocks the Battle Landscaper,,Monster,EARTH,Machine / Effect,10.0,0 / 3000,24521754,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Continuous', 'Ignition']",,,,,,,,,
STOR-EN057 C.png,Storm of Ragnarok,STOR-EN057,Common,Token Sundae,,Spell,,,,,52971673,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Normal,,,,,,,
CORE-EN099 C.png,Clash of Rebellions,CORE-EN099,Common,Secret Blast,,Trap,,,,,18252559,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Trigger-like']",,Normal,,,,,,,
GAOV-EN058 R.png,Galactic Overlord,GAOV-EN058,Rare,Evo-Diversity,,Spell,,,,,88760522,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Condition']",,Normal,,,,,,,
TSHD-EN061 C.png,The Shining Darkness,TSHD-EN061,Common,Leeching the Light,,Spell,,,,,90263923,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Normal,,,,,,,
MRL-009 C.png,Spell Ruler,MRL-009,Common,Queen Bird,,Monster,WIND,Winged Beast,5.0,1200 / 2000,73081602,"['Unlimited (OCG)', 'Unlimited (TCG)']",,,,,,,,,,
NECH-EN071 C.png,The New Challengers,NECH-EN071,Common,Punch-in-the-Box,,Trap,,,,,31077447,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect']",,Normal,,,,,,,
CSOC-EN098 ScR.png,Crossroads of Chaos,CSOC-EN098,Secret Rare,Elemental HERO Divine Neos,Elemental Hero Divine Neos,Monster,LIGHT,Warrior / Fusion / Effect,12.0,2500 / 2500,31111109,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Ignition']",,,,,,,,,
ABYR-EN022 C.png,Abyss Rising,ABYR-EN022,Common,Hermit of Prophecy,,Monster,EARTH,Spellcaster / Effect,3.0,1200 / 700,90743290,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Continuous'],,,,,,,,,
DOCS-EN029 R.png,Dimension of Chaos,DOCS-EN029,Rare,Majespecter Unicorn - Kirin,,Monster,WIND,Spellcaster / Pendulum / Effect,6.0,2000 / 2000,31178212,"['Forbidden (OCG)', 'Forbidden (TCG Advanced)', 'Limited (TCG Traditional)']","['Quick', 'Condition', 'Continuous']",,,,2.0,,,,,
JOTL-EN025 C.png,Judgment of the Light,JOTL-EN025,Common,Mecha Phantom Beast Harrliard,,Monster,WIND,Machine / Effect,4.0,1800 / 800,20368763,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Continuous', 'Continuous', 'Ignition']",,,,,,,,,
TSHD-EN078 C.png,The Shining Darkness,TSHD-EN078,Common,Crevice Into the Different Dimension,,Trap,,,,,49600724,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Normal,,,,,,,
DUEA-EN033 C.png,Duelist Alliance,DUEA-EN033,Common,Artifact Chakram,,Monster,LIGHT,Fairy / Effect,5.0,1900 / 2000,08873112,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Unclassified', 'Trigger', 'Quick']",,,,,,,,,
LTGY-EN063 ScR.png,Lord of the Tachyon Galaxy,LTGY-EN063,Secret Rare,Spellbook of Judgment,,Spell,,,,,46448938,"['Limited (OCG)', 'Forbidden (TCG Advanced)', 'Limited (TCG Traditional)']","['Lingering', 'Condition']",,Quick-Play,,,,,,,
CDIP-EN015 C.png,Cyberdark Impact,CDIP-EN015,Common,Snipe Hunter,,Monster,DARK,Fiend / Effect,4.0,1500 / 600,84290642,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Ignition'],,,,,,,,,
DAMA-EN030 C.png,Dawn of Majesty,DAMA-EN030,Common,Saambell the Star Bonder,,Monster,WIND,Spellcaster / Pendulum / Effect,3.0,1400 / 1300,46999905,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Pendulum Effect ', 'Ignition-like', 'Condition', 'Monster Effect', 'Trigger', 'Condition']",,,,7.0,,,,,
TLM-EN020 SR.png,The Lost Millennium,TLM-EN020,Super Rare,Master Monk,,Monster,EARTH,Rock / Effect,5.0,1900 / 1000,49814180,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Continuous']",,,,,,,,,
POTD-EN022 C.png,Power of the Duelist,POTD-EN022,Common,Babycerasaurus,,Monster,EARTH,Dinosaur / Effect,2.0,500 / 500,36042004,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
GLAS-EN089 UR.png,Gladiator's Assault,GLAS-EN089,Ultra Rare,Security Orb,,Trap,,,,,26533075,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']","['Activation requirement', 'Effect', 'Trigger-like']",,Normal,,,,,,,
TDGS-EN011 C.png,The Duelist Genesis,TDGS-EN011,Common,Twin-Shield Defender,,Monster,EARTH,Warrior / Effect,4.0,700 / 1600,24025620,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
RATE-EN050 SR.png,Raging Tempest,RATE-EN050,Super Rare,Heavy Armored Train Ironwolf,,Monster,EARTH,Machine / Xyz / Effect,,2200 / 2200,49121795,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Trigger']",,,,,4.0,,,,
MAGO-EN091 R.png,Maximum Gold,MAGO-EN091,Rare,The First Monarch,,Trap,,,,,08522996,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Trigger-like', 'Continuous']",,Continuous,,,,,,,
IOC-092 R.png,Invasion of Chaos,IOC-092,Rare,Stray Lambs,,Spell,,,,,60764581,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']","['Effect', 'Condition']",,Normal,,,,,,,
CRV-EN051 C.png,Cybernetic Revolution,CRV-EN051,Common,Spiritual Water Art - Aoi,,Trap,,,,,06540606,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Cost', 'Effect']",,Normal,,,,,,,
SOFU-EN044 SR.png,Soul Fusion,SOFU-EN044,Super Rare,"Longirsu, the Orcust Orchestrator",,Monster,DARK,Machine / Link / Effect,,,76145142,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Ignition', 'Condition', 'Condition']",,,,,,"Bottom-Right,  Top-Left,  Top-Center",2500 / 3,,
FOTB-EN019 R.png,Force of the Breaker,FOTB-EN019,Rare,Archfiend General,,Monster,DARK,Fiend / Effect,4.0,2100 / 800,48675364,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Continuous']",,,,,,,,,
LODT-EN060 R.png,Light of Destruction,LODT-EN060,Rare,Deck Lockdown,,Spell,,,,,01149109,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous-like', 'Continuous-like', 'Condition']",,Continuous,,,,,,,
RGBT-EN025 R.png,Raging Battle,RGBT-EN025,Rare,Koa'ki Meiru Ice,,Monster,WATER,Aqua / Effect,4.0,1900 / 1200,54520292,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Maintenance cost', 'Ignition']",,,,,,,,,
MRL-062 C.png,Spell Ruler,MRL-062,Common,Commencement Dance,,Spell,,,,,43417563,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']",['Effect'],,Ritual,"""Performance of Sword""",,,,,,
LED8-EN034 C.png,Legendary Duelists: Synchro Storm,LED8-EN034,Common,Liberty at Last!,,Trap,,,,,72022087,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect']",,Normal,,,,,,,
DIFO-EN062 C.png,Dimension Force,DIFO-EN062,Common,Generalprobe,,Spell,,,,,82735249,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous-like', 'Condition', 'Ignition-like', 'Trigger-like']",,Continuous,,,,,,,
PSV-055 C.png,Pharaoh's Servant,PSV-055,Common,Solemn Wishes,,Trap,,,,,35346968,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Continuous-like'],,Continuous,,,,,,,
IOC-032 SP.png,Invasion of Chaos,IOC-032,Short Print,Heart of the Underdog,,Spell,,,,,35762283,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger-like'],,Continuous,,,,,,,
RATE-EN083 SR.png,Raging Tempest,RATE-EN083,Super Rare,Subterror Behemoth Dragossuary,,Monster,EARTH,Zombie / Flip / Effect,6.0,2400 / 1600,95218695,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Flip', 'Condition', 'Trigger', 'Ignition']",,,,,,,,,
PHRA-EN007 SR.png,Phantom Rage,PHRA-EN007,Super Rare,Tri-Brigade Kerass,,Monster,EARTH,Beast / Effect,2.0,1200 / 1500,50810455,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Ignition', 'Condition']",,,,,,,,,
ETCO-EN030 C.png,Eternity Code,ETCO-EN030,Common,King Beast Barbaros,,Monster,EARTH,Beast-Warrior / Effect,8.0,3000 / 1200,63972571,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Condition', 'Ignition', 'Ignition']",,,,,,,,,
TDGS-EN028 C.png,The Duelist Genesis,TDGS-EN028,Common,Oyster Meister,,Monster,WATER,Fish / Effect,3.0,1600 / 200,83239739,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
ORCS-EN055 R.png,Order of Chaos,ORCS-EN055,Rare,Weights & Zenmaisures,,Spell,,,,,42548470,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Normal,,,,,,,
CROS-EN034 C.png,Crossed Souls,CROS-EN034,Common,Magma Dragon,,Monster,FIRE,Wyrm / Effect,4.0,1600 / 1200,95833645,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Condition', 'Condition']",,,,,,,,,
PSV-082 C.png,Pharaoh's Servant,PSV-082,Common,Invitation to a Dark Sleep,,Monster,DARK,Spellcaster / Effect,5.0,1500 / 1800,52675689,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
CDIP-EN055 C.png,Cyberdark Impact,CDIP-EN055,Common,Byroad Sacrifice,,Trap,,,,,36935434,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect']",,Normal,,,,,,,
MACR-EN046 SR.png,Maximum Crisis ,MACR-EN046,Super Rare,True King of All Calamities,,Monster,DARK,Wyrm / Xyz / Effect,,3000 / 3000,88581108,"['Forbidden (OCG)', 'Forbidden (TCG Advanced)', 'Limited (TCG Traditional)']","['Quick', 'Continuous']",,,,,9.0,,,,
SAST-EN089 SR.png,Savage Strike,SAST-EN089,Super Rare,Valkyrie Vierte,,Monster,LIGHT,Fairy / Effect,3.0,1400 / 1400,81558967,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Trigger', 'Condition']",,,,,,,,,
CDIP-EN048 C.png,Cyberdark Impact,CDIP-EN048,Common,Senet Switch,,Spell,,,,,63394872,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Ignition-like'],,Continuous,,,,,,,
AST-083 C.png,Ancient Sanctuary,AST-083,Common,Emissary of the Oasis,,Monster,LIGHT,Spellcaster / Effect,3.0,600 / 400,06103294,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Continuous']",,,,,,,,,
STBL-EN043 UR.png,Starstrike Blast,STBL-EN043,Ultra Rare,"Karakuri Shogun mdl 00 ""Burei""",,Monster,EARTH,Machine / Synchro / Effect,7.0,2600 / 1900,23874409,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Ignition']",,,,,,,,,
PHSW-EN038 R.png,Photon Shockwave,PHSW-EN038,Rare,Baby Tiragon,,Monster,EARTH,Dragon / Xyz / Effect,,900 / 900,12533811,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Ignition'],,,,,1.0,,,,
BOSH-EN082 UR.png,Breakers of Shadow,BOSH-EN082,Ultra Rare,Kozmo Tincan,,Monster,LIGHT,Psychic / Effect,1.0,0 / 0,64280356,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Quick', 'Condition', 'Trigger']",,,,,,,,,
NECH-EN083 R.png,The New Challengers,NECH-EN083,Rare,"Alich, Malebranche of the Burning Abyss",,Monster,DARK,Fiend / Effect,3.0,1200 / 0,47728740,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Condition', 'Ignition', 'Trigger']",,,,,,,,,
RDS-EN026 C.png,Rise of Destiny,RDS-EN026,Common,Pitch-Black Warwolf,,Monster,DARK,Beast-Warrior / Effect,4.0,1600 / 600,88975532,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']",['Continuous'],,,,,,,,,
TDGS-EN093 R.png,The Duelist Genesis,TDGS-EN093,Rare,The Selection,Triage,Trap,,,,,30888983,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Cost', 'Effect']",,Counter,,,,,,,
SOVR-EN052 C.png,Stardust Overdrive,SOVR-EN052,Common,Time Passage,,Spell,,,,,94068856,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Quick-Play,,,,,,,
MFC-006 SR.png,Magician's Force,MFC-006,Super Rare,Z-Metal Tank,,Monster,LIGHT,Machine / Union / Effect,4.0,1500 / 1300,64500000,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']","['Ignition', 'Ignition-like', 'Continuous-like']",,,,,,,,,
FLOD-EN076 UR.png,Flames of Destruction,FLOD-EN076,Ultra Rare,Network Trap Hole,,Trap,,,,,84640866,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect']",,Normal,,,,,,,
COTD-EN051 ScR.png,Code of the Duelist,COTD-EN051,Secret Rare,"Gaia Saber, the Lightning Shadow",,Monster,EARTH,Machine / Link,,,67598234,"['Unlimited (OCG)', 'Unlimited (TCG)']",,,,,,,"Middle-Left,  Bottom-Center,  Middle-Right",2600 / 3,,
REDU-EN026 UR.png,Return of the Duelist,REDU-EN026,Ultra Rare,Madolche Puddingcess,,Monster,EARTH,Fairy / Effect,5.0,1000 / 1000,74641045,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Trigger', 'Trigger']",,,,,,,,,
SECE-EN093 C.png,Secrets of Eternity,SECE-EN093,Common,Toy Knight,,Monster,EARTH,Machine / Effect,4.0,200 / 1200,01826676,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Unclassified', 'Trigger']",,,,,,,,,
ORCS-EN004 R.png,Order of Chaos,ORCS-EN004,Rare,Gogogo Giant,,Monster,EARTH,Rock / Effect,4.0,2000 / 0,39695323,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Continuous']",,,,,,,,,
BOSH-EN073 C.png,Breakers of Shadow,BOSH-EN073,Common,Dinomist Rush,,Trap,,,,,41554273,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Condition']",,Normal,,,,,,,
EXFO-EN034 C.png,Extreme Force,EXFO-EN034,Common,Wattkinetic Puppeteer,,Monster,LIGHT,Psychic / Effect,4.0,1800 / 0,88392300,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Quick'],,,,,,,,,
ORCS-EN087 C.png,Order of Chaos,ORCS-EN087,Common,Photon Trident,,Spell,,,,,51589188,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Trigger-like']",,Quick-Play,,,,,,,
GENF-EN093 UR.png,Generation Force,GENF-EN093,Ultra Rare,Elemental HERO Nova Master,Elemental Hero Nova Master,Monster,FIRE,Warrior / Fusion / Effect,8.0,2600 / 2100,01945387,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Trigger']",,,,,,,,,
SHSP-EN037 C.png,Shadow Specters,SHSP-EN037,Common,Skelesaurus,,Monster,DARK,Zombie / Gemini / Effect,4.0,1700 / 1400,89362180,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Unclassified', 'Condition', 'Continuous', 'Trigger']",,,,,,,,,
CIBR-EN047 UR.png,Circuit Break,CIBR-EN047,Ultra Rare,Altergeist Primebanshee,,Monster,DARK,Spellcaster / Link / Effect,,,93503294,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Quick', 'Trigger', 'Condition']",,,,,,"Bottom-Center,  Bottom-Right,  Middle-Right",2100 / 3,,
SHSP-EN051 R.png,Shadow Specters,SHSP-EN051,Rare,Number 64: Ronin Raccoon Sandayu,,Monster,EARTH,Beast / Xyz / Effect,,1000 / 1000,39972129,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Condition', 'Continuous']",,,,,2.0,,,,
PHRA-EN084 UR.png,Phantom Rage,PHRA-EN084,Ultra Rare,Myutant M-05,,Monster,WATER,Psychic / Effect,2.0,0 / 500,62201847,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Ignition', 'Condition']",,,,,,,,,
BACH-EN090 UR.png,Battle of Chaos,BACH-EN090,Ultra Rare,Libromancer First Appearance,,Spell,,,,,18890039,['Unlimited (TCG)'],"['Effect', 'Ignition-like', 'Condition']",,Field,,,,,,,
DOCS-EN050 SR.png,Dimension of Chaos,DOCS-EN050,Super Rare,D/D/D Duo-Dawn King Kali Yuga,,Monster,DARK,Fiend / Xyz / Effect,,3500 / 3000,15939229,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Unclassified', 'Quick', 'Ignition']",,,,,8.0,,,,
GFP2-EN106 UR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN106,Ultra Rare,Raiza the Mega Monarch,,Monster,WIND,Winged Beast / Effect,8.0,2800 / 1000,69327790,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Trigger']",,,,,,,,,
SOVR-EN038 R.png,Stardust Overdrive,SOVR-EN038,Rare,Djinn Presider of Rituals,,Monster,DARK,Fiend / Effect,4.0,1800 / 1400,34358408,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Unclassified', 'Unclassified']",,,,,,,,,
AST-057 SSP.png,Ancient Sanctuary,AST-057,Super Short Print,Mokey Mokey,,Monster,LIGHT,Fairy / Normal,1.0,300 / 100,27288416,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']",,,,,,,,,,
LOD-025 R.png,Legacy of Darkness,LOD-025,Rare,Shadow Tamer,,Monster,EARTH,Warrior / Effect,3.0,800 / 700,37620434,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Condition', 'Flip']",,,,,,,,,
RATE-EN005 C.png,Raging Tempest,RATE-EN005,Common,Speedroid Gum Prize,,Monster,WIND,Machine / Tuner / Effect,1.0,0 / 800,70939418,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Quick', 'Trigger']",,,,,,,,,
PSV-059 C.png,Pharaoh's Servant,PSV-059,Common,Oni Tank T-34,,Monster,EARTH,Machine,4.0,1400 / 1700,66927994,"['Unlimited (OCG)', 'Unlimited (TCG)']",,,,,,,,,,
ABYR-EN088 R.png,Abyss Rising,ABYR-EN088,Rare,Spellbook Star Hall,,Spell,,,,,56321639,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous-like', 'Continuous-like', 'Trigger-like']",,Continuous,,,,,,,
BOSH-EN053 C.png,Breakers of Shadow,BOSH-EN053,Common,Shiranui Samuraisaga,,Monster,FIRE,Zombie / Synchro / Effect,6.0,2500 / 0,57288064,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Quick', 'Trigger', 'Condition']",,,,,,,,,
CRMS-EN032 SR.png,Crimson Crisis,CRMS-EN032,Super Rare,Scanner,,Monster,LIGHT,Machine / Effect,1.0,? / ?,75198893,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Condition']",,,,,,,,,
BLVO-EN049 C.png,Blazing Vortex,BLVO-EN049,Common,Heavymetalfoes Amalgam,,Monster,FIRE,Psychic / Link / Effect,,,61728808,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Condition']",,,,,,"Middle-Left,  Middle-Right",2000 / 2,,
EXVC-EN021 R.png,Extreme Victory,EXVC-EN021,Rare,T.G. Rush Rhino,,Monster,EARTH,Beast / Effect,4.0,1600 / 800,36687247,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Trigger']",,,,,,,,,
STBL-EN031 C.png,Starstrike Blast,STBL-EN031,Common,Naturia Pumpkin,,Monster,EARTH,Plant / Effect,4.0,1400 / 800,96653775,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
MAGO-EN081 R.png,Maximum Gold,MAGO-EN081,Rare,Mistaken Accusation,,Spell,,,,,89883517,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect', 'Condition']",,Quick-Play,,,,,,,
LOD-076 C.png,Legacy of Darkness,LOD-076,Common,Spring of Rebirth,,Spell,,,,,94425169,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger-like'],,Continuous,,,,,,,
ABPF-EN099 R.png,Absolute Powerforce,ABPF-EN099,Rare,Shield Worm,,Monster,EARTH,Insect / Effect,4.0,800 / 2000,15939448,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
RIRA-EN061 C.png,Rising Rampage,RIRA-EN061,Common,Simorgh Onslaught,,Spell,,,,,28617139,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Cost', 'Effect', 'Ignition-like', 'Condition']",,Normal,,,,,,,
ETCO-EN014 C.png,Eternity Code,ETCO-EN014,Common,Deep Sea Sentry,,Monster,WATER,Sea Serpent / Effect,2.0,400 / 2000,45483489,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Trigger', 'Condition']",,,,,,,,,
BODE-EN092 C.png,Burst of Destiny,BODE-EN092,Common,Flip Frozen,,Monster,WATER,Cyberse / Effect,1.0,500 / 500,32176662,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
MFC-101 C.png,Magician's Force,MFC-101,Common,Remove Brainwashing,,Trap,,,,,94739788,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Continuous-like'],,Continuous,,,,,,,
JOTL-EN005 C.png,Judgment of the Light,JOTL-EN005,Common,Xyz Agent,,Monster,LIGHT,Spellcaster / Effect,2.0,900 / 300,72502414,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Condition']",,,,,,,,,
CROS-EN065 SR.png,Crossed Souls,CROS-EN065,Super Rare,Unexpected Dai,,Spell,,,,,00911883,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect']",,Normal,,,,,,,
ANPR-EN021 R.png,Ancient Prophecy,ANPR-EN021,Rare,Koa'ki Meiru Tornado,,Monster,WIND,Winged Beast / Effect,4.0,1500 / 1200,95204084,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Ignition'],,,,,,,,,
EXFO-EN029 C.png,Extreme Force,EXFO-EN029,Common,Grappler Angler,,Monster,WATER,Warrior / Tuner / Effect,1.0,100 / 100,16632144,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
