id,cliente,valor,status,lat,lng,risco_score,ibge,municipio,uf,estado,occurred_at,regiao
5813,Cliente 5813,41354.99,Reprovada,-25.9767,-52.5641,40,410650,Coronel Vivida,PR,Paraná,2026-02-09T20:56:15,Sul
5814,Cliente 5814,15375.93,Fraude,-11.8618,-38.7639,96,290040,Água Fria,BA,Bahia,2026-01-05T19:37:17,Nordeste
5815,Cliente 5815,25827.13,Aprovada,-29.4464,-51.1367,29,431442,Picada Café,RS,Rio Grande do Sul,2026-07-12T06:59:58,Sul
5816,Cliente 5816,2270.2,Reprovada,-19.0748,-41.8614,12,311265,Capitão Andrade,MG,Minas Gerais,2026-03-06T19:08:35,Sudeste
5817,Cliente 5817,44865.35,Reprovada,-20.8631,-46.3878,13,310190,Alpinópolis,MG,Minas Gerais,2026-06-28T03:41:02,Sudeste
5818,Cliente 5818,18533.52,Aprovada,-27.4005,-53.4702,29,432132,Taquaruçu do Sul,RS,Rio Grande do Sul,2026-01-29T03:09:24,Sul
5819,Cliente 5819,29020.31,Aprovada,-29.2227,-51.3419,1,430790,Farroupilha,RS,Rio Grande do Sul,2026-04-28T19:50:23,Sul
5820,Cliente 5820,35983.84,Aprovada,-10.7982,-52.7486,63,510735,São José do Xingu,MT,Mato Grosso,2026-05-04T01:59:39,Centro-Oeste
5821,Cliente 5821,35425.06,Aprovada,-16.2104,-44.4299,23,310860,Brasília de Minas,MG,Minas Gerais,2026-04-25T21:47:25,Sudeste
5822,Cliente 5822,16161.47,Fraude,-5.09736,-38.3702,86,230870,Morada Nova,CE,Ceará,2026-01-19T14:24:52,Nordeste
5823,Cliente 5823,33895.05,Aprovada,-7.12263,-46.2607,12,210725,Nova Colinas,MA,Maranhão,2026-02-09T00:40:20,Nordeste
5824,Cliente 5824,48315.22,Pendenciada,-14.2385,-40.7718,61,292145,Mirante,BA,Bahia,2026-06-17T01:01:39,Nordeste
5825,Cliente 5825,49077.24,Aprovada,-24.0334,-52.004,44,410250,Barbosa Ferraz,PR,Paraná,2026-01-24T19:21:34,Sul
5826,Cliente 5826,36873.65,Reprovada,-24.0113,-48.3482,42,351020,Capão Bonito,SP,São Paulo,2026-02-11T16:42:19,Sudeste
5827,Cliente 5827,27327.34,Aprovada,-11.2508,-39.375,37,292800,Santaluz,BA,Bahia,2026-03-23T20:10:41,Nordeste
5828,Cliente 5828,4967.52,Aprovada,-24.8688,-51.6276,14,410304,Boa Ventura de São Roque,PR,Paraná,2026-07-08T19:15:59,Sul
5829,Cliente 5829,17933.04,Reprovada,-9.94912,-55.8417,30,510279,Carlinda,MT,Mato Grosso,2026-03-11T10:33:17,Centro-Oeste
5830,Cliente 5830,37028.11,Aprovada,-7.28144,-35.605,30,250680,Ingá,PB,Paraíba,2026-06-22T10:48:12,Nordeste
5831,Cliente 5831,12047.53,Aprovada,-7.05829,-36.3668,8,251610,Soledade,PB,Paraíba,2026-01-19T22:57:45,Nordeste
5832,Cliente 5832,22078.0,Aprovada,-16.1225,-42.5288,19,312707,Fruta de Leite,MG,Minas Gerais,2026-06-20T18:29:14,Sudeste
5833,Cliente 5833,45686.27,Aprovada,-15.9514,-44.8593,4,316110,São Francisco,MG,Minas Gerais,2026-03-23T14:28:47,Sudeste
5834,Cliente 5834,37503.2,Pendenciada,-8.42075,-35.6585,57,260130,Barra de Guabiraba,PE,Pernambuco,2026-01-10T20:46:34,Nordeste
5835,Cliente 5835,17955.41,Reprovada,-26.4739,-52.9687,0,421575,São Bernardino,SC,Santa Catarina,2026-01-29T05:16:12,Sul
5836,Cliente 5836,49185.35,Aprovada,-22.1738,-51.2555,68,352060,Indiana,SP,São Paulo,2026-02-06T04:15:01,Sudeste
5837,Cliente 5837,18766.17,Aprovada,-25.9804,-50.1972,50,410130,Antônio Olinto,PR,Paraná,2026-02-23T10:33:41,Sul
5838,Cliente 5838,16797.61,Reprovada,-19.0562,-42.7099,67,310880,Braúnas,MG,Minas Gerais,2026-05-28T20:00:54,Sudeste
5839,Cliente 5839,36943.14,Aprovada,-7.12827,-41.0315,15,220213,Campo Grande do Piauí,PI,Piauí,2026-04-26T06:36:53,Nordeste
5840,Cliente 5840,41302.58,Pendenciada,-28.9891,-51.6971,40,430595,Cotiporã,RS,Rio Grande do Sul,2026-06-21T13:03:10,Sul
5841,Cliente 5841,1003.92,Reprovada,-8.76077,-63.8999,7,110020,Porto Velho,RO,Rondônia,2026-05-21T21:29:02,Norte
5842,Cliente 5842,24455.68,Pendenciada,-25.0919,-54.2477,55,411605,Missal,PR,Paraná,2026-04-09T11:16:31,Sul
5843,Cliente 5843,36156.82,Reprovada,-26.5548,-52.5313,45,421610,São Domingos,SC,Santa Catarina,2026-07-05T18:33:02,Sul
5844,Cliente 5844,27562.57,Aprovada,-6.23839,-41.4113,31,220810,Pimenteiras,PI,Piauí,2026-02-01T14:39:22,Nordeste
5845,Cliente 5845,26062.33,Aprovada,-24.4209,-52.8413,39,411295,Juranda,PR,Paraná,2026-07-18T08:42:27,Sul
5846,Cliente 5846,40536.56,Pendenciada,-6.68527,-35.4379,22,251560,Serra da Raiz,PB,Paraíba,2026-06-29T12:30:18,Nordeste
5847,Cliente 5847,1555.88,Reprovada,-18.4859,-49.4766,53,520425,Cachoeira Dourada,GO,Goiás,2026-01-22T02:00:10,Centro-Oeste
5848,Cliente 5848,19440.85,Aprovada,-31.4173,-52.1706,0,432232,Turuçu,RS,Rio Grande do Sul,2026-04-11T13:02:00,Sul
5849,Cliente 5849,30752.49,Aprovada,-6.20283,-38.4947,37,241250,São Miguel,RN,Rio Grande do Norte,2026-04-20T06:39:35,Nordeste
5850,Cliente 5850,38776.14,Pendenciada,-7.1238,-34.9293,50,250180,Bayeux,PB,Paraíba,2026-05-12T02:26:20,Nordeste
5851,Cliente 5851,3147.07,Aprovada,-17.8323,-46.5165,37,313753,Lagoa Grande,MG,Minas Gerais,2026-05-02T07:51:28,Sudeste
5852,Cliente 5852,43848.86,Aprovada,-3.1285,-40.1582,3,230780,Marco,CE,Ceará,2026-01-22T22:59:29,Nordeste
5853,Cliente 5853,21295.22,Aprovada,-8.68423,-35.589,55,261000,Palmares,PE,Pernambuco,2026-07-21T23:05:58,Nordeste
5854,Cliente 5854,15940.3,Aprovada,-13.604,-39.1091,2,292260,Nilo Peçanha,BA,Bahia,2026-02-13T13:15:16,Nordeste
5855,Cliente 5855,29952.69,Aprovada,-26.843,-53.5758,61,420215,Belmonte,SC,Santa Catarina,2026-04-06T16:03:04,Sul
5856,Cliente 5856,15973.13,Pendenciada,-20.3333,-46.3688,25,317060,Vargem Bonita,MG,Minas Gerais,2026-01-10T11:36:32,Sudeste
5857,Cliente 5857,49909.95,Aprovada,-11.1251,-58.6081,23,510285,Castanheira,MT,Mato Grosso,2026-06-11T03:42:49,Centro-Oeste
5858,Cliente 5858,34582.06,Aprovada,-20.7994,-41.3948,70,320310,Jerônimo Monteiro,ES,Espírito Santo,2026-05-29T22:33:31,Sudeste
5859,Cliente 5859,18075.49,Pendenciada,-25.4386,-48.7191,15,410120,Antonina,PR,Paraná,2026-06-08T18:43:53,Sul
5860,Cliente 5860,45364.41,Aprovada,-7.13447,-45.3515,66,210970,Sambaíba,MA,Maranhão,2026-04-16T16:51:31,Nordeste
5861,Cliente 5861,19222.03,Aprovada,-5.67265,-42.2046,28,220860,Prata do Piauí,PI,Piauí,2026-02-02T09:26:21,Nordeste
5862,Cliente 5862,29413.52,Aprovada,-23.412,-52.7659,29,412260,Rondon,PR,Paraná,2026-06-25T01:33:40,Sul
5863,Cliente 5863,14353.29,Aprovada,-7.68827,-35.5114,12,260910,Machados,PE,Pernambuco,2026-07-13T01:59:02,Nordeste
5864,Cliente 5864,38775.99,Aprovada,-8.7803,-36.6268,56,260320,Caetés,PE,Pernambuco,2026-03-21T21:15:53,Nordeste
5865,Cliente 5865,7234.47,Aprovada,-3.5503,-46.2507,53,211102,São João do Carú,MA,Maranhão,2026-04-10T16:57:43,Nordeste
5866,Cliente 5866,15391.1,Aprovada,-23.3425,-49.3722,8,355420,Tejupá,SP,São Paulo,2026-07-13T11:24:04,Sudeste
5867,Cliente 5867,45165.88,Aprovada,-23.2037,-46.157,10,352020,Igaratá,SP,São Paulo,2026-01-11T21:49:41,Sudeste
5868,Cliente 5868,36555.13,Aprovada,-29.4939,-53.017,41,431123,Lagoa Bonita do Sul,RS,Rio Grande do Sul,2026-05-01T22:51:13,Sul
5869,Cliente 5869,31742.63,Aprovada,-13.5896,-39.484,64,293160,Teolândia,BA,Bahia,2026-05-01T23:05:50,Nordeste
5870,Cliente 5870,18356.15,Aprovada,-19.1955,-44.2493,27,310320,Araçaí,MG,Minas Gerais,2026-06-01T16:39:01,Sudeste
5871,Cliente 5871,14888.12,Pendenciada,-6.9114,-38.322,44,251000,Nazarezinho,PB,Paraíba,2026-05-25T11:39:28,Nordeste
5872,Cliente 5872,40269.96,Aprovada,-6.9114,-38.322,31,251000,Nazarezinho,PB,Paraíba,2026-07-24T19:55:01,Nordeste
5873,Cliente 5873,10966.03,Aprovada,-23.8533,-52.1309,53,412110,Quinta do Sol,PR,Paraná,2026-02-12T09:42:43,Sul
5874,Cliente 5874,27277.38,Aprovada,-4.74626,-44.9432,14,210890,Poção de Pedras,MA,Maranhão,2026-06-14T06:22:22,Nordeste
5875,Cliente 5875,24190.35,Aprovada,-5.18889,-48.1336,23,211285,Vila Nova dos Martírios,MA,Maranhão,2026-02-24T00:17:40,Nordeste
5876,Cliente 5876,41870.67,Aprovada,-4.15985,-40.9413,22,230340,Carnaubal,CE,Ceará,2026-04-29T00:33:40,Nordeste
5877,Cliente 5877,14046.17,Aprovada,-6.86092,-36.9178,7,251340,Santa Luzia,PB,Paraíba,2026-03-23T21:57:53,Nordeste
5878,Cliente 5878,7194.79,Reprovada,-20.8733,-45.5167,47,312020,Cristais,MG,Minas Gerais,2026-03-09T14:01:30,Sudeste
5879,Cliente 5879,40569.69,Reprovada,-8.10871,-35.0835,56,260940,Moreno,PE,Pernambuco,2026-06-18T11:35:05,Nordeste
5880,Cliente 5880,49432.85,Aprovada,-7.66909,-37.4576,64,260710,Ingazeira,PE,Pernambuco,2026-03-24T23:49:00,Nordeste
5881,Cliente 5881,16708.29,Aprovada,-20.4618,-45.4268,31,312610,Formiga,MG,Minas Gerais,2026-04-03T16:22:51,Sudeste
5882,Cliente 5882,49338.39,Aprovada,-21.9747,-51.6527,9,354770,Santo Anastácio,SP,São Paulo,2026-03-21T09:16:19,Sudeste
5883,Cliente 5883,36786.8,Aprovada,-12.1561,-39.7359,25,291400,Ipirá,BA,Bahia,2026-01-14T16:06:11,Nordeste
5884,Cliente 5884,33511.08,Reprovada,-10.2569,-40.1999,8,291770,Jaguarari,BA,Bahia,2026-01-12T15:56:46,Nordeste
5885,Cliente 5885,14974.34,Aprovada,-5.82447,-35.55,34,240460,Ielmo Marinho,RN,Rio Grande do Norte,2026-07-01T01:40:02,Nordeste
5886,Cliente 5886,1339.33,Aprovada,-6.96396,-35.6977,48,250110,Areia,PB,Paraíba,2026-04-05T23:48:53,Nordeste
5887,Cliente 5887,8278.33,Pendenciada,-15.7291,-51.8341,51,510100,Araguaiana,MT,Mato Grosso,2026-07-23T16:02:57,Centro-Oeste
5888,Cliente 5888,37906.28,Aprovada,-29.6202,-54.1855,21,431940,São Pedro do Sul,RS,Rio Grande do Sul,2026-03-18T17:22:10,Sul
5889,Cliente 5889,16384.45,Reprovada,-9.17476,-38.2607,18,260805,Jatobá,PE,Pernambuco,2026-05-03T07:28:17,Nordeste
5890,Cliente 5890,39543.05,Aprovada,-7.77084,-35.8491,41,261618,Vertente do Lério,PE,Pernambuco,2026-05-10T07:40:38,Nordeste
5891,Cliente 5891,39451.24,Aprovada,-26.139,-52.3848,57,410965,Honório Serpa,PR,Paraná,2026-07-18T02:57:56,Sul
5892,Cliente 5892,13456.02,Aprovada,-15.0206,-49.8953,16,521470,Nova América,GO,Goiás,2026-03-06T06:39:43,Centro-Oeste
5893,Cliente 5893,37593.68,Aprovada,-27.3379,-51.6194,25,421180,Ouro,SC,Santa Catarina,2026-01-26T01:43:47,Sul
5894,Cliente 5894,43450.46,Aprovada,-8.39388,-48.1277,42,172130,Tupiratins,TO,Tocantins,2026-01-07T20:49:54,Norte
5895,Cliente 5895,44325.68,Reprovada,-16.3715,-39.5821,29,291072,Eunápolis,BA,Bahia,2026-01-29T10:16:21,Nordeste
5896,Cliente 5896,42564.96,Aprovada,-9.07124,-44.359,45,220190,Bom Jesus,PI,Piauí,2026-03-22T23:54:50,Nordeste
5897,Cliente 5897,29174.45,Aprovada,3.64571,-61.3692,44,140002,Amajari,RR,Roraima,2026-01-01T19:42:57,Norte
5898,Cliente 5898,43284.23,Pendenciada,-6.18566,-35.3591,50,240180,Brejinho,RN,Rio Grande do Norte,2026-05-14T06:49:27,Nordeste
5899,Cliente 5899,37644.95,Aprovada,-19.6017,-41.9695,31,313055,Imbé de Minas,MG,Minas Gerais,2026-04-14T04:45:05,Sudeste
5900,Cliente 5900,32374.06,Aprovada,-8.21954,-41.0831,24,220005,Acauã,PI,Piauí,2026-07-03T15:12:34,Nordeste
5901,Cliente 5901,11077.9,Aprovada,-4.08815,-39.2417,41,231040,Paramoti,CE,Ceará,2026-03-26T01:11:55,Nordeste
5902,Cliente 5902,15487.4,Aprovada,-7.8726,-35.4402,42,260890,Limoeiro,PE,Pernambuco,2026-01-03T21:45:27,Nordeste
5903,Cliente 5903,19926.28,Aprovada,-20.0367,-44.1446,49,316553,Sarzedo,MG,Minas Gerais,2026-04-23T12:22:42,Sudeste
5904,Cliente 5904,18859.18,Pendenciada,-27.1951,-53.2543,66,431050,Iraí,RS,Rio Grande do Sul,2026-02-04T14:13:57,Sul
5905,Cliente 5905,44339.22,Fraude,-18.9846,-40.7437,97,320013,Águia Branca,ES,Espírito Santo,2026-05-09T13:42:32,Sudeste
5906,Cliente 5906,38644.56,Aprovada,-23.8988,-51.2277,55,411575,Mauá da Serra,PR,Paraná,2026-03-25T16:24:17,Sul
5907,Cliente 5907,37266.27,Aprovada,-22.6115,-46.0572,14,311060,Cambuí,MG,Minas Gerais,2026-06-19T05:07:19,Sudeste
5908,Cliente 5908,36282.35,Aprovada,-1.75989,-55.8579,48,150530,Oriximiná,PA,Pará,2026-05-25T07:22:51,Norte
5909,Cliente 5909,19678.35,Aprovada,-11.2329,-48.46,27,170980,Ipueiras,TO,Tocantins,2026-06-03T20:32:57,Norte
5910,Cliente 5910,13615.87,Aprovada,-20.3185,-42.6047,37,316010,Santo Antônio do Grama,MG,Minas Gerais,2026-05-18T13:01:35,Sudeste
5911,Cliente 5911,36509.86,Pendenciada,-20.1376,-48.7,51,315160,Planura,MG,Minas Gerais,2026-06-20T04:12:51,Sudeste
5912,Cliente 5912,11661.26,Aprovada,-6.54269,-35.661,61,251274,Riachão,PB,Paraíba,2026-06-24T05:04:52,Nordeste
5913,Cliente 5913,9078.01,Aprovada,-22.2386,-45.4654,40,314910,Pedralva,MG,Minas Gerais,2026-06-01T16:48:59,Sudeste
5914,Cliente 5914,36740.79,Aprovada,-21.6376,-50.5044,68,354840,Santópolis do Aguapeí,SP,São Paulo,2026-06-08T11:11:44,Sudeste
5915,Cliente 5915,23331.15,Aprovada,0.951659,-59.9133,64,140050,São João da Baliza,RR,Roraima,2026-06-30T07:37:17,Norte
5916,Cliente 5916,40382.04,Aprovada,-23.8533,-52.1309,61,412110,Quinta do Sol,PR,Paraná,2026-01-07T16:50:10,Sul
5917,Cliente 5917,28336.45,Pendenciada,-29.6462,-50.5819,39,431600,Rolante,RS,Rio Grande do Sul,2026-05-29T00:26:22,Sul
5918,Cliente 5918,46487.33,Aprovada,-15.35,-49.818,20,522028,São Patrício,GO,Goiás,2026-03-26T08:00:40,Centro-Oeste
5919,Cliente 5919,49726.61,Pendenciada,-18.7334,-43.3638,32,310240,Alvorada de Minas,MG,Minas Gerais,2026-07-26T11:47:41,Sudeste
5920,Cliente 5920,5467.8,Aprovada,-14.0859,-46.3704,19,521830,Posse,GO,Goiás,2026-03-02T06:30:44,Centro-Oeste
5921,Cliente 5921,30814.85,Fraude,-12.2429,-41.6155,94,291440,Iraquara,BA,Bahia,2026-06-18T07:32:46,Nordeste
5922,Cliente 5922,33698.21,Aprovada,-6.4141,-48.532,20,172210,Xambioá,TO,Tocantins,2026-04-04T15:47:02,Norte
5923,Cliente 5923,18933.78,Aprovada,-18.4338,-47.5993,61,312350,Douradoquara,MG,Minas Gerais,2026-03-10T03:57:34,Sudeste
5924,Cliente 5924,32514.28,Aprovada,-12.5472,-38.7137,20,292860,Santo Amaro,BA,Bahia,2026-06-20T10:30:40,Nordeste
5925,Cliente 5925,33561.85,Aprovada,-20.1442,-45.5015,23,313530,Japaraíba,MG,Minas Gerais,2026-06-04T13:45:30,Sudeste
5926,Cliente 5926,37966.03,Aprovada,-6.95983,-46.1749,57,210410,Fortaleza dos Nogueiras,MA,Maranhão,2026-05-26T20:48:21,Nordeste
5927,Cliente 5927,39144.77,Aprovada,-2.69781,-44.8289,15,211050,São Bento,MA,Maranhão,2026-01-06T14:00:19,Nordeste
5928,Cliente 5928,4810.21,Pendenciada,-5.93067,-47.3888,16,210955,Ribamar Fiquene,MA,Maranhão,2026-02-04T19:42:16,Nordeste
5929,Cliente 5929,43331.04,Aprovada,-26.8733,-52.0112,64,421340,Ponte Serrada,SC,Santa Catarina,2026-02-21T11:40:05,Sul
5930,Cliente 5930,14486.57,Reprovada,-5.28186,-36.75,50,240070,Alto do Rodrigues,RN,Rio Grande do Norte,2026-06-09T22:58:39,Nordeste
5931,Cliente 5931,35001.45,Reprovada,-21.836,-45.4004,6,311090,Campanha,MG,Minas Gerais,2026-02-06T07:08:19,Sudeste
5932,Cliente 5932,415.55,Aprovada,-21.7891,-45.6999,7,311900,Cordislândia,MG,Minas Gerais,2026-02-21T08:32:42,Sudeste
5933,Cliente 5933,5777.79,Aprovada,-28.3941,-53.097,51,431643,Saldanha Marinho,RS,Rio Grande do Sul,2026-03-10T18:00:01,Sul
5934,Cliente 5934,40751.39,Aprovada,-16.2971,-49.0895,60,520485,Campo Limpo de Goiás,GO,Goiás,2026-07-02T12:26:01,Centro-Oeste
5935,Cliente 5935,43300.88,Aprovada,-22.4778,-47.4519,5,351240,Cordeirópolis,SP,São Paulo,2026-03-24T22:47:55,Sudeste
5936,Cliente 5936,24815.6,Aprovada,-17.3107,-44.2317,40,312660,Francisco Dumont,MG,Minas Gerais,2026-06-26T09:23:50,Sudeste
5937,Cliente 5937,27398.39,Aprovada,-20.7791,-47.0962,31,316510,São Tomás de Aquino,MG,Minas Gerais,2026-04-04T21:20:43,Sudeste
5938,Cliente 5938,26830.12,Aprovada,-27.4038,-51.7758,33,420760,Ipira,SC,Santa Catarina,2026-01-26T06:26:55,Sul
5939,Cliente 5939,19415.44,Pendenciada,-6.93646,-38.1622,40,251420,São José da Lagoa Tapada,PB,Paraíba,2026-07-02T12:15:26,Nordeste
5940,Cliente 5940,26744.2,Aprovada,-10.3477,-36.8045,12,280340,Japoatã,SE,Sergipe,2026-06-19T18:30:34,Nordeste
5941,Cliente 5941,25960.94,Aprovada,-13.2506,-43.4108,29,290390,Bom Jesus da Lapa,BA,Bahia,2026-01-11T20:17:58,Nordeste
5942,Cliente 5942,36977.42,Aprovada,-20.7791,-47.0962,51,316510,São Tomás de Aquino,MG,Minas Gerais,2026-06-06T01:42:49,Sudeste
5943,Cliente 5943,18098.2,Reprovada,-1.1522,-48.1314,24,150700,Santo Antônio do Tauá,PA,Pará,2026-01-18T23:34:24,Norte
5944,Cliente 5944,40858.36,Pendenciada,-27.1587,-52.1423,9,420127,Arabutã,SC,Santa Catarina,2026-04-01T20:48:13,Sul
5945,Cliente 5945,41890.51,Aprovada,-22.3984,-47.5546,37,354390,Rio Claro,SP,São Paulo,2026-03-22T09:34:49,Sudeste
5946,Cliente 5946,41928.75,Aprovada,-19.9275,-54.3585,22,500150,Bandeirantes,MS,Mato Grosso do Sul,2026-07-25T01:55:37,Centro-Oeste
5947,Cliente 5947,10951.47,Pendenciada,-23.1526,-47.0593,32,352400,Itupeva,SP,São Paulo,2026-03-26T14:04:06,Sudeste
5948,Cliente 5948,10163.71,Aprovada,-21.1738,-44.9233,15,313040,Ijaci,MG,Minas Gerais,2026-06-10T12:24:01,Sudeste
5949,Cliente 5949,43773.05,Reprovada,-23.0302,-46.9833,38,355670,Vinhedo,SP,São Paulo,2026-07-04T17:04:29,Sudeste
5950,Cliente 5950,38598.82,Aprovada,-26.242,-50.7957,10,420790,Irineópolis,SC,Santa Catarina,2026-02-19T09:29:45,Sul
5951,Cliente 5951,42313.16,Reprovada,-21.6267,-50.8614,60,354510,Salmourão,SP,São Paulo,2026-05-23T11:13:11,Sudeste
5952,Cliente 5952,7541.28,Pendenciada,-10.1497,-67.7362,29,120045,Senador Guiomard,AC,Acre,2026-05-15T07:27:16,Norte
5953,Cliente 5953,15700.2,Aprovada,-19.9172,-48.3839,50,311730,Conceição das Alagoas,MG,Minas Gerais,2026-03-10T16:45:32,Sudeste
5954,Cliente 5954,3731.05,Reprovada,-24.5306,-49.9433,13,411940,Piraí do Sul,PR,Paraná,2026-05-28T18:50:13,Sul
5955,Cliente 5955,37919.41,Aprovada,-9.25634,-37.9988,52,270642,Pariconha,AL,Alagoas,2026-03-22T19:56:49,Nordeste
5956,Cliente 5956,36264.51,Aprovada,-6.07234,-38.1212,17,240390,Francisco Dantas,RN,Rio Grande do Norte,2026-01-16T14:46:16,Nordeste
5957,Cliente 5957,10713.52,Aprovada,-26.2451,-51.0759,49,421360,Porto União,SC,Santa Catarina,2026-03-09T06:30:38,Sul
5958,Cliente 5958,31303.22,Aprovada,-7.3889,-37.5079,39,250670,Imaculada,PB,Paraíba,2026-05-02T15:48:14,Nordeste
5959,Cliente 5959,2734.59,Aprovada,-18.0438,-41.1149,30,310470,Ataléia,MG,Minas Gerais,2026-03-21T05:04:49,Sudeste
5960,Cliente 5960,27111.61,Aprovada,-6.77182,-43.0241,9,220390,Floriano,PI,Piauí,2026-05-17T05:22:51,Nordeste
5961,Cliente 5961,31995.95,Pendenciada,-14.7192,-56.3284,25,510590,Nobres,MT,Mato Grosso,2026-01-24T20:23:39,Centro-Oeste
5962,Cliente 5962,31463.74,Aprovada,-2.77206,-44.0501,35,210510,Icatu,MA,Maranhão,2026-02-19T03:56:27,Nordeste
5963,Cliente 5963,1578.78,Aprovada,-22.7542,-47.1488,21,353650,Paulínia,SP,São Paulo,2026-03-08T00:16:36,Sudeste
5964,Cliente 5964,621.74,Aprovada,-5.11258,-39.7337,21,230240,Boa Viagem,CE,Ceará,2026-05-07T16:58:06,Nordeste
5965,Cliente 5965,33418.94,Pendenciada,-16.2963,-41.7945,24,311700,Comercinho,MG,Minas Gerais,2026-04-11T20:26:10,Sudeste
5966,Cliente 5966,31116.35,Aprovada,-21.2661,-48.6874,56,351560,Fernando Prestes,SP,São Paulo,2026-03-13T01:31:14,Sudeste
5967,Cliente 5967,47524.03,Pendenciada,-11.826,-46.6325,66,171525,Novo Jardim,TO,Tocantins,2026-07-16T19:57:22,Norte
5968,Cliente 5968,12091.36,Aprovada,-28.2093,-51.5248,46,431130,Lagoa Vermelha,RS,Rio Grande do Sul,2026-05-13T17:38:07,Sul
5969,Cliente 5969,26611.52,Aprovada,-21.3812,-50.2123,51,351710,Glicério,SP,São Paulo,2026-07-25T18:36:32,Sudeste
5970,Cliente 5970,21284.51,Aprovada,-27.0026,-51.4084,45,421850,Treze Tílias,SC,Santa Catarina,2026-01-31T10:53:17,Sul
5971,Cliente 5971,39511.31,Aprovada,-22.4114,-50.5732,32,353550,Paraguaçu Paulista,SP,São Paulo,2026-04-19T03:15:12,Sudeste
5972,Cliente 5972,28525.71,Aprovada,-8.12819,-35.2976,28,261640,Vitória de Santo Antão,PE,Pernambuco,2026-01-05T20:56:53,Nordeste
5973,Cliente 5973,9635.17,Aprovada,-14.9699,-40.4092,70,290480,Caatiba,BA,Bahia,2026-06-21T00:20:16,Nordeste
5974,Cliente 5974,34672.08,Aprovada,-14.0148,-49.1777,25,521280,Mara Rosa,GO,Goiás,2026-03-25T06:47:00,Centro-Oeste
5975,Cliente 5975,41307.93,Aprovada,-11.9283,-61.9953,10,110001,Alta Floresta D'Oeste,RO,Rondônia,2026-06-08T05:10:22,Norte
5976,Cliente 5976,40937.42,Aprovada,-20.6242,-43.9515,61,316090,São Brás do Suaçuí,MG,Minas Gerais,2026-07-07T11:52:22,Sudeste
5977,Cliente 5977,34509.84,Aprovada,-2.55992,-47.5059,17,150345,Ipixuna do Pará,PA,Pará,2026-01-20T21:12:43,Norte
5978,Cliente 5978,35424.33,Aprovada,-27.4742,-53.1706,50,431590,Rodeio Bonito,RS,Rio Grande do Sul,2026-01-01T09:13:28,Sul
5979,Cliente 5979,24112.62,Aprovada,-4.91665,-41.7311,62,221065,Sigefredo Pacheco,PI,Piauí,2026-03-09T10:29:49,Nordeste
5980,Cliente 5980,7140.55,Aprovada,-22.5481,-44.1752,30,330040,Barra Mansa,RJ,Rio de Janeiro,2026-07-12T13:00:59,Sudeste
5981,Cliente 5981,39604.06,Aprovada,-4.95333,-48.3933,22,150013,Abel Figueiredo,PA,Pará,2026-06-07T02:05:48,Norte
5982,Cliente 5982,31853.65,Aprovada,-21.6127,-51.1724,49,351600,Flórida Paulista,SP,São Paulo,2026-04-29T16:31:40,Sudeste
5983,Cliente 5983,747.23,Aprovada,-22.7429,-50.5786,60,355395,Tarumã,SP,São Paulo,2026-03-23T23:53:45,Sudeste
5984,Cliente 5984,31229.0,Aprovada,-20.2666,-44.3069,62,315530,Rio Manso,MG,Minas Gerais,2026-06-25T13:32:24,Sudeste
5985,Cliente 5985,39229.87,Fraude,-2.85379,-44.0357,99,210710,Morros,MA,Maranhão,2026-07-13T20:23:18,Nordeste
5986,Cliente 5986,19392.1,Reprovada,-11.781,-38.355,65,291370,Inhambupe,BA,Bahia,2026-07-06T15:09:23,Nordeste
5987,Cliente 5987,31341.62,Aprovada,-6.72195,-38.4468,16,250070,São João do Rio do Peixe,PB,Paraíba,2026-03-22T03:31:13,Nordeste
5988,Cliente 5988,19552.41,Fraude,-29.5782,-50.0644,95,432143,Terra de Areia,RS,Rio Grande do Sul,2026-05-31T21:47:13,Sul
5989,Cliente 5989,25386.12,Reprovada,-6.81569,-35.6282,45,251590,Serraria,PB,Paraíba,2026-02-18T20:01:56,Nordeste
5990,Cliente 5990,12205.71,Pendenciada,-24.699,-47.5537,39,352030,Iguape,SP,São Paulo,2026-05-21T23:35:12,Sudeste
5991,Cliente 5991,16368.94,Aprovada,-22.2456,-50.6966,27,354170,Quatá,SP,São Paulo,2026-02-19T09:09:13,Sudeste
5992,Cliente 5992,42200.12,Reprovada,-8.91806,-35.7214,36,270210,Colônia Leopoldina,AL,Alagoas,2026-01-04T10:05:15,Nordeste
5993,Cliente 5993,9610.8,Aprovada,-14.4921,-42.686,23,292450,Pindaí,BA,Bahia,2026-04-07T16:49:08,Nordeste
5994,Cliente 5994,6032.03,Aprovada,-12.5078,-38.9978,32,290820,Conceição da Feira,BA,Bahia,2026-05-04T08:30:48,Nordeste
5995,Cliente 5995,19360.63,Aprovada,-12.1335,-38.4208,21,290070,Alagoinhas,BA,Bahia,2026-02-21T00:43:33,Nordeste
5996,Cliente 5996,28454.33,Aprovada,-23.4987,-49.909,17,411280,Joaquim Távora,PR,Paraná,2026-03-19T10:00:03,Sul
5997,Cliente 5997,14466.03,Aprovada,-29.4066,-54.8293,1,431303,Nova Esperança do Sul,RS,Rio Grande do Sul,2026-04-21T17:14:23,Sul
